Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-26,0.0756
2006-06-25,-1.2622
2006-09-24,-2.3812
2006-12-31,0.1442
2007-04-01,1.3907
2007-07-01,0.6522
2007-09-30,1.7905
2007-12-30,3.4706
2008-03-30,0.4644
2008-06-29,-0.9832
2008-09-28,0.8668
2008-12-28,0.8923
2009-03-29,0.8593
2009-06-28,0.5971
2009-09-26,0.4548
2009-12-26,-0.5093
2010-03-27,1.0122
2010-06-26,-0.0283
2010-09-25,1.2721
2010-12-25,4.3373
2011-03-26,-0.7511
2011-06-25,-0.789
2011-09-24,-1.4181
2011-12-31,0.5112
2012-03-31,125.3537
2012-06-30,2.8924
2012-09-29,1.2736
2012-12-31,0.3262
2013-03-30,0.0236
2013-06-29,-0.0687
2013-09-28,5.0715
2013-12-31,23.0111
2014-03-31,-1.4409
2014-06-30,5.0304
2014-09-30,-35.0034
2014-12-31,0.2844
2015-03-31,0.9087
2015-06-30,0.7737
2015-09-30,1.0897
2015-12-31,0.8523
2016-03-31,-0.0856
2016-06-30,2.1322
2016-09-30,0.4025
2016-12-31,1.343
