Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2008-02-03,-1.0877
2008-11-02,2.3939
2009-02-01,-1.9319
2009-05-03,0.4318
2009-11-01,3.2536
2010-01-31,-0.2819
2010-05-02,0.3059
2010-08-01,0.406
2010-10-31,0.4954
2011-01-30,1.0813
2011-05-01,1.0287
2011-07-31,0.8414
2011-10-30,0.2967
2012-01-29,-2.0841
2012-04-29,4.0752
2012-07-29,16.08
2012-10-28,0.0
2013-02-03,3.3659
2013-05-05,-1.9409999999999998
2013-08-04,5.0205
2013-11-03,2.4157
2014-02-02,1.6240999999999999
2014-05-04,1.2711999999999999
2014-08-03,0.7184
2014-11-02,0.7112
2015-02-01,0.5729
2015-05-03,0.4821
2015-08-02,0.1412
2015-11-01,0.0613
2016-01-31,-0.2404
2016-05-01,1.67
2016-07-31,1.3292
2016-10-30,1.3397000000000001
2017-01-29,1.2913000000000001
