Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-02-28,-0.0627
2006-05-31,1.7168999999999999
2006-08-31,5.5527999999999995
2006-11-30,5.392
2007-02-28,4.3099
2007-05-31,0.2363
2007-08-31,-0.1398
2007-11-30,0.7695
2008-02-29,0.6866
2008-05-31,0.4939
2008-08-31,2.0138
2008-11-30,-0.8147
2009-02-28,1.5206
2009-05-31,7.8142
2009-08-31,99.1234
2009-11-30,12.0764
2010-02-28,8.3575
2010-05-31,4.1675
2010-08-31,-6.6942
2010-11-30,-4.7108
2011-02-28,-1.3114
2011-05-31,-0.9677
2011-08-31,2.372
2011-11-30,2.6712
2012-02-29,1.5314
2012-05-31,1.9579
2012-08-31,2.606
2012-11-30,1.8275000000000001
2013-02-28,-0.9829
2013-05-31,3.3869
2013-08-31,-7.1908
2013-11-30,-4.8014
2014-02-28,-5.4558
2014-05-31,-4.4448
2014-08-31,-1.2752
2014-11-30,-0.9987
2015-02-28,-3.0006
