Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.1042
2006-06-30,-0.1234
2006-09-30,-0.5571
2006-12-31,0.6627
2007-03-31,2.5687
2007-06-30,2.8022
2007-09-30,3.8361
2007-12-31,1.9058
2008-03-31,0.3142
2008-06-30,1.7599
2008-09-30,1.6327
2008-12-31,2.0994
2009-03-31,0.3278
2009-06-30,2.5471
2009-09-30,2.6516
2009-12-31,9.0263
2010-03-31,-0.6068
2010-06-30,6.2161
2010-09-30,1.1468
2010-12-31,5.9102
2011-03-31,4.1329
2011-06-30,0.471
2011-09-30,1.0151
2011-12-31,3.2938
2012-03-31,21.8373
2012-06-30,-6.7093
2012-09-30,2.9525
2012-12-31,14.5333
2013-03-31,6.0313
2013-06-30,2.8386
2013-09-30,2.0244
2013-12-31,0.5949
2014-03-31,0.1293
2014-06-30,-0.6323
2014-09-30,-0.0328
2014-12-31,0.5784
2015-03-31,32.2596
2015-06-30,-0.1617
2015-09-30,0.6642
2015-12-31,2.3749
2016-03-31,4.353
2016-06-30,-2.5046
2016-09-30,0.2229
2016-12-31,0.4172
2017-03-31,0.3581
