Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.1613
2006-06-30,1.4799
2006-09-30,-3.2399
2006-12-31,0.0632
2007-03-31,7.012
2007-06-30,-5.9081
2007-09-30,1.6707999999999998
2007-12-31,0.0
2008-03-31,0.7305
2008-06-30,0.962
2008-09-30,2.6801
2008-12-31,-18.1186
2009-03-31,-11.5512
2009-06-30,-1.8819
2009-09-30,0.1821
2009-12-31,-5.2751
2010-03-31,-1.8218999999999999
2010-06-30,-1.0081
2010-09-30,-0.6608
2010-12-31,-0.7185
2011-03-31,-0.3272
2011-06-30,0.3188
2011-09-30,0.1943
2011-12-31,-1.7765
2012-03-31,-9.2591
2012-06-30,-0.11
2012-09-30,-0.144
2012-12-31,1.1003
2013-03-31,-3.8839
2013-06-30,-1.7056
2013-09-30,-2.3609999999999998
2013-12-31,-0.366
2014-03-31,2.1291
2014-06-30,13.9358
2014-09-30,1.1692
2014-12-31,0.09
2015-03-31,0.0958
2015-06-30,-1.1808
2015-09-30,0.8351
2015-12-31,0.1134
2016-03-31,-0.0916
2016-06-30,0.6788
2016-09-30,0.3194
2016-12-31,0.6287
2017-03-31,-0.74
