Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.9183
2006-06-30,4.6793
2006-09-30,6.1137
2006-12-31,3.1145
2007-03-31,2.1999
2007-06-30,0.4679
2007-09-30,0.7621
2007-12-31,-0.3878
2008-03-31,0.6633
2008-06-30,0.4024
2008-09-30,0.5294
2008-12-31,1.1704
2009-03-31,-1.3638
2009-06-30,-4.5451
2009-09-30,-1.5065
2009-12-31,-0.2673
2010-03-31,1.8421
2010-06-30,5.083
2010-09-30,1.0487
2010-12-31,1.3313
2011-03-31,1.2829
2011-06-30,1.784
2011-09-30,1.7639
2011-12-31,1.3113
2012-03-31,2.2891
2012-06-30,4.7067
2012-09-30,13.7125
2012-12-31,3.2082
2013-03-31,12.8484
2013-06-30,3.4559
2013-09-30,2.1198
2013-12-31,5.6788
2014-03-31,-12.3037
2014-06-30,1.952
2014-09-30,1.5868
2014-12-31,0.4172
2015-03-31,1.5137
2015-06-30,0.7115
2015-09-30,0.6251
2015-12-31,0.7089
2016-03-31,0.0284
2016-06-30,0.5863
2016-09-30,2.2534
2016-12-31,1.3372
2017-03-31,1.8475
