Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-25,1.4525
2006-06-24,0.652
2006-09-23,1.1945
2006-12-23,2.1293
2007-03-24,-64.4084
2007-06-30,5.3901
2007-09-29,3.9143
2007-12-29,0.3931
2008-03-29,2.6436
2008-06-28,-0.6325
2008-09-27,-0.1954
2008-12-27,0.0573
2009-03-28,0.302
2009-06-27,0.9403
2009-09-26,2.6005
2009-12-26,-1.4443
2010-03-27,-0.4126
2010-09-25,0.1576
2010-12-25,0.3731
2011-03-26,1.2095
2011-09-24,15.2181
2011-12-31,-2.0662
2012-03-31,1.0734
2012-06-30,-0.5177
2012-09-29,-1.0747
2012-12-29,4.4118
2013-03-31,3.6883
2013-06-29,25.8286
2013-09-28,-1.2433
2013-12-28,6.2057
2014-03-29,63.7136
2014-06-28,0.8789
2014-09-27,-11.3903
2014-12-27,-0.3642
2015-03-28,-0.4953
2015-06-27,0.0303
2015-09-26,1.5412
2015-12-26,1.0511
2016-03-26,5.5287
2016-06-25,7.4589
2016-09-24,116.7703
2016-12-24,-1.7915
2017-03-25,0.6231
