Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.7534
2006-06-30,2.0484
2006-09-30,-26.3076
2006-12-31,-1.8708
2007-03-31,-0.2551
2007-06-30,-108.0244
2007-09-30,3.3618
2007-12-31,-0.606
2008-03-31,0.6375
2008-06-30,0.5197
2008-09-30,0.4737
2008-12-31,-1.3285
2009-03-31,0.1609
2009-06-30,0.1631
2009-09-30,0.1576
2009-12-31,0.8394
2010-03-31,0.2516
2010-06-30,0.481
2010-09-30,1.2248
2010-12-31,0.238
2011-03-31,-1.3172
2011-06-30,0.0315
2011-09-30,0.1198
2011-12-31,0.1628
2012-03-31,-0.4289
2012-06-30,4.066
2012-09-30,5.8336
2012-12-31,32.721
2013-03-31,27.7987
2013-06-30,1.6254
2013-09-30,-2.2214
2013-12-31,-1.5958999999999999
2014-03-31,0.8809
2014-06-30,3.9242
2014-09-30,-0.4268
2014-12-31,-0.7433
2015-03-31,-0.0197
2015-06-30,0.0271
2015-09-30,0.3525
2015-12-31,0.3546
2016-03-31,0.3883
2016-06-30,0.2801
2016-09-30,0.2625
2016-12-31,-1.1501000000000001
2017-03-31,0.0498
