Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,2.3133
2006-06-30,1.6640000000000001
2006-09-30,3.6651
2006-12-31,1.2659
2007-03-31,1.6702
2007-06-30,1.6328
2007-09-30,1.1156
2007-12-31,0.7163
2008-03-31,-0.1142
2008-06-30,-0.2314
2008-09-30,-0.5674
2008-12-31,-0.092
2009-03-31,0.8408
2009-06-30,7.3055
2009-09-30,2.3788
2009-12-31,0.7775
2010-03-31,2.265
2010-06-30,1.5024
2010-09-30,3.62
2010-12-31,1.724
2011-03-31,1.3133
2011-06-30,1.4296
2011-09-30,0.92
2011-12-31,2.9419
2012-03-31,1.7187999999999999
2012-06-30,1.3321
2012-09-30,1.8018999999999998
2012-12-31,0.4039
2013-03-31,0.9219
2013-06-30,1.7593999999999999
2013-09-30,0.916
2013-12-31,1.9877
2014-03-31,1.3063
2014-06-30,0.5249
2014-09-30,-0.1455
2014-12-31,-0.256
2015-03-31,-0.2373
2015-06-30,-0.1653
2015-09-30,7.3850999999999996
2015-12-31,1.6901000000000002
2016-03-31,1.0738
2016-06-30,0.7502
2016-09-30,1.0055
2016-12-31,1.1589
2017-03-31,0.7855
