Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-0.1967
2006-06-30,-0.1226
2006-09-30,0.1775
2006-12-31,1.7986
2007-03-31,1.5341
2007-06-30,0.1557
2007-09-30,0.3486
2007-12-31,-0.691
2008-03-31,-0.0832
2008-06-30,0.8505
2008-09-30,4.2247
2008-12-31,-2.3153
2009-03-31,0.686
2009-06-30,0.8018
2009-09-30,1.7241
2009-12-31,3.0653
2010-03-31,0.9228
2010-06-30,2.6595
2010-09-30,2.2045
2010-12-31,1.675
2011-03-31,2.4203
2011-06-30,0.6834
2011-09-30,0.5009
2011-12-31,-1.282
2012-03-31,-2.3745
2012-06-30,-5.069
2012-09-30,-16.2815
2012-12-31,24.181
2013-03-31,24.4646
2013-06-30,37.5137
2013-09-30,36.4222
2013-12-31,9.6276
2014-03-31,8.2943
2014-06-30,2.5312
2014-09-30,2.0254
2014-12-31,-2.7919
2015-03-31,5.5823
2015-06-30,-1.9523
2015-09-30,4.1488
2015-12-31,3.7767
2016-03-31,-4.0148
2016-06-30,-4.6246
2016-09-30,-3.0232
2016-12-31,0.1129
