Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-01-14,1.8486
2006-04-08,1.716
2006-07-01,3.4633
2006-09-30,1.5111
2006-12-30,3.3747
2007-03-31,0.9526
2007-06-30,0.2145
2007-09-29,0.5723
2007-12-29,1.3141
2008-03-29,2.0771
2008-06-28,2.9908
2008-09-27,2.6525
2008-12-27,0.7129
2009-03-28,0.701
2009-06-27,1.0377
2009-09-26,0.9131
2009-12-26,1.1386
2010-03-27,0.8049
2010-06-26,1.2152
2010-09-25,1.3549
2010-12-25,1.7619
2011-03-26,1.716
2011-06-25,0.981
2011-09-24,1.7192
2011-12-24,1.2329
2012-03-24,2.7337
2012-06-23,2.8202
2012-09-29,0.4337
2012-12-29,-0.2044
2013-03-30,-0.1822
2013-06-29,-1.075
2013-09-28,-1.1328
2013-12-28,-5.7453
2014-03-29,-2.3705
2014-06-28,1.5737
2014-09-27,1.6604
2014-12-27,-2980.9187
2015-03-28,27.7472
2015-06-27,-1.5039
2015-09-26,1.2924
2015-12-26,3.6507
