Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.6916
2006-06-30,0.5722
2006-09-30,-1.0227
2006-12-31,-0.7654
2007-03-31,-4.1019
2007-06-30,-3.3803
2007-09-30,-5.5440000000000005
2008-03-31,2.428
2008-06-30,2.2618
2008-09-30,2.4139
2009-03-31,0.2677
2009-06-30,0.5268
2009-09-30,0.435
2009-12-31,0.0
2010-03-31,0.873
2010-06-30,1.1239
2010-09-30,2.4214
2010-12-31,3.0196
2011-03-31,3.7553
2011-06-30,4.1013
2011-09-30,1.6362
2011-12-31,2.5747
2012-03-31,2.8593
2012-06-30,2.1813
2012-09-30,-5.2858
2012-12-31,16.6961
2013-03-31,12.6064
2013-06-30,8.4289
2013-09-30,3.2098
2013-12-31,1.1961
2014-03-31,-0.9424
2014-06-30,-2.9457
2014-09-30,77.0881
2014-12-31,22.4719
2015-03-31,3.5635
2015-06-30,5.5809999999999995
2015-09-30,1.9659
2015-12-31,2.3767
2016-03-31,-3.4862
2016-06-30,-2.6591
2016-09-30,0.1943
2016-12-31,-0.3297
2017-03-31,0.3923
