Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-4.8467
2006-06-30,-4.4114
2006-09-30,-1.7676
2006-12-31,-0.6288
2007-03-31,-0.1467
2007-06-30,2.4155
2007-09-30,3.583
2007-12-31,1.4888
2008-03-31,0.8657
2008-06-30,0.7958
2008-09-30,0.3148
2008-12-31,0.6334
2009-03-31,1.3019
2009-06-30,0.5267
2009-09-30,4.5766
2009-12-31,2.1165
2010-03-31,0.639
2010-06-30,-0.0222
2010-09-30,-0.6818
2010-12-31,-0.2035
2011-03-31,0.6379
2011-06-30,-45.0764
2011-09-30,1.3546
2011-12-31,1.4801
2012-03-31,1.9469
2012-06-30,1.01
2012-09-30,4.5685
2012-12-31,5.3628
2013-03-31,5.2526
2013-06-30,2.6847
2013-09-30,1.7665
2013-12-31,1.2242
2014-03-31,0.6496
2014-06-30,0.6301
2014-09-30,0.6029
2014-12-31,0.6409
2015-03-31,1.1361
2015-06-30,2.9771
2015-09-30,2.0762
2015-12-31,1.4785
2016-03-31,2.5086
2016-06-30,1.2928
2016-09-30,1.5422
2016-12-31,10.5159
2017-03-31,-1.4488
