Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-02-28,2.2692
2006-05-31,0.0773
2006-08-31,0.1571
2006-11-30,0.3551
2007-02-28,0.0927
2007-05-31,-0.0917
2007-08-31,0.2011
2007-11-30,0.4432
2008-02-29,0.445
2008-05-31,1.33
2008-08-31,1.2161
2008-11-30,1.1749
2009-02-28,4.6508
2009-05-31,-4.0967
2009-08-31,-2.3382
2009-11-30,-0.5063
2010-02-28,-0.778
2010-05-31,1.6139999999999999
2010-08-31,-2.4665
2010-11-30,-0.7853
2011-02-28,-0.55
2011-05-31,-0.0338
2011-08-31,-0.1454
2011-11-30,-0.1782
2012-02-29,-0.494
2012-05-31,-0.6519
2012-08-31,-1.5699
2012-11-30,0.6766
2013-02-28,0.5339
2013-05-31,21.4115
2013-08-31,0.8725
2013-11-30,1.2184
2014-02-28,2.932
2014-05-31,491.9667
2014-08-31,1.1348
2014-11-30,-1.2692999999999999
2015-02-28,-0.7115
2015-05-31,0.2655
2015-08-31,0.2685
2015-11-30,0.4388
2016-02-29,0.5383
2016-05-31,0.8259
2016-08-31,-0.8298
2016-11-30,-0.0439
2017-02-28,-0.1874
