Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-4.3572
2006-06-30,-2.2684
2006-09-30,-1.7079
2006-12-31,6.9624
2007-03-31,2.6188
2007-06-30,2.3574
2007-09-30,0.8036
2007-12-31,0.2126
2008-03-31,-0.4915
2008-06-30,0.1111
2008-09-30,0.4605
2008-12-31,0.639
2009-03-31,0.9248
2009-06-30,1.5531
2009-09-30,2.9401
2009-12-31,-2.7391
2010-03-31,-0.1454
2010-06-30,1.3157
2010-09-30,3.7631
2010-12-31,2.1036
2011-03-31,0.8668
2011-06-30,1.6852
2011-09-30,-1.1172
2011-12-31,-0.2325
2012-03-31,1.398
2012-06-30,0.982
2012-09-30,2.7687
2012-12-31,2.4134
2013-03-31,2.1606
2013-06-30,1.971
2013-09-30,1.2404
2013-12-31,2.1382
2014-03-31,1.3019
2014-06-30,0.7052
2014-09-30,0.7601
2014-12-31,0.2193
2015-03-31,0.5996
2015-06-30,1.797
2015-09-30,2.1964
2015-12-31,4.2517
2016-03-31,9.62
2016-06-30,3.2081
2016-09-30,1.7157
2016-12-31,-0.9656
2017-03-31,-15.4831
