Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-1.7568
2006-06-30,-1.0309
2006-09-30,-9.6054
2006-12-31,-0.4285
2007-03-31,-3.4393
2007-06-30,-1.2286
2007-09-30,3.1516
2007-12-31,0.8272
2008-03-31,-0.0659
2008-06-30,0.7597
2008-09-30,0.4131
2008-12-31,0.2832
2009-03-31,1.4425
2009-06-30,1.4047
2009-09-30,1.6582
2009-12-31,2.8932
2010-03-31,3.3169
2010-06-30,-1.0395
2010-09-30,-0.8099
2010-12-31,-1.0752
2011-03-31,-4.3703
2011-06-30,-0.5457
2011-09-30,-0.4286
2011-12-31,-0.5635
2012-03-31,1.8949
2012-06-30,3.6084
2012-09-30,-92.6847
2012-12-31,3.4345
2013-03-31,4.8773
2013-06-30,-0.7331
2013-09-30,-0.724
2013-12-31,-2.6328
2014-03-31,-1.2394
2014-06-30,-6.7451
