Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.1215
2006-06-30,-0.4193
2006-09-30,-0.0673
2006-12-31,0.0938
2007-03-31,-6.6997
2007-06-30,9.901
2007-09-30,1.6852
2007-12-31,1.4861
2008-03-31,0.6494
2008-06-30,0.1285
2008-09-30,2.0456
2008-12-31,4.2982
2009-03-31,-8.5197
2009-06-30,-5.4437999999999995
2009-09-30,-4.7064
2009-12-31,-3.9527
2010-03-31,58.7799
2010-06-30,1.1299
2010-09-30,5.5381
2010-12-31,12.3802
2011-03-31,-10.9141
2011-06-30,8.0042
2011-09-30,7.1801
2011-12-31,12.3631
2012-03-31,4.8149999999999995
2012-06-30,-1.8554
2012-09-30,-2.5333
2012-12-31,-1.092
2013-03-31,-0.2755
2013-06-30,0.2184
2013-09-30,5.3255
2013-12-31,2.1954
2014-03-31,-4.494
2014-06-30,4.6029
2014-09-30,4.6706
2014-12-31,2.8869
2015-03-31,1.3275000000000001
2015-06-30,0.0
2015-09-30,17.8679
2015-12-31,13.0904
2016-03-31,-17.3491
2016-06-30,26.9556
2016-09-30,-17.4884
2016-12-31,-3.6687
2017-03-31,-3.1555
