Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-0.9893
2007-06-30,0.8313
2007-09-30,1.3078
2007-12-31,1.0988
2008-03-31,1.4438
2008-06-30,1.3818
2008-09-30,0.6476
2008-12-31,0.0488
2009-03-31,-0.8045
2009-06-30,-1.2039
2009-09-30,0.0034
2009-12-31,0.3662
2010-03-31,2.014
2010-06-30,0.2233
2010-09-30,1.2746
2010-12-31,1.8496
2011-03-31,1.1995
2011-06-30,1.9002
2011-09-30,0.8283
2011-12-31,1.8708
2012-03-31,1.3096
2012-06-30,0.6314
2012-09-30,0.55
2012-12-31,0.7352
2013-03-31,3.0023
2013-06-30,13.5306
2013-09-30,-5.254
2013-12-31,1.7364
2014-03-31,1.3701
2014-06-30,1.1782
2014-09-30,0.2093
2014-12-31,-0.0219
2015-03-31,1.0776
2015-06-30,0.2749
2015-09-30,0.4725
2015-12-31,0.9261
2016-03-31,0.7236
2016-06-30,1.6673
2016-09-30,2.8478
2016-12-31,0.8303
