Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.3861
2006-06-30,2.472
2006-09-30,-0.9383
2006-12-31,-0.1456
2007-03-31,-0.2043
2007-06-30,-0.9833
2007-09-30,-1.3405
2007-12-31,-0.5231
2008-03-31,0.1958
2008-06-30,0.1834
2008-09-30,1.0363
2008-12-31,-0.2155
2009-03-31,0.6401
2009-06-30,0.5772
2009-09-30,2.2068
2009-12-31,-9.2843
2010-03-31,-1.6137
2010-06-30,-1.7499
2010-09-30,1.0897
2010-12-31,-0.2627
2011-03-31,0.1294
2011-06-30,-0.0684
2011-09-30,0.1664
2011-12-31,3.6618
2012-03-31,29.9846
2012-06-30,-2.1713
2012-09-30,0.5364
2012-12-31,19.1246
2013-03-31,2.3584
2013-06-30,4.0267
2013-09-30,0.6384
2013-12-31,-0.1536
2014-03-31,-0.2887
2014-06-30,0.5951
2014-09-30,1.3535
2014-12-31,0.75
2015-03-31,1.6629
2015-06-30,1.3548
2015-09-30,2.266
2015-12-31,3.0814
2016-03-31,3.0842
2016-06-30,4.2974
2016-09-30,-25.8979
2016-12-31,-0.0984
2017-03-31,1.6729
