Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-2.3264
2006-06-30,19.3309
2006-09-30,-3.3343
2006-12-31,-4.0402
2007-03-31,-3.6348
2007-06-30,-0.484
2007-09-30,0.6998
2007-12-31,0.4515
2008-03-31,0.2535
2008-06-30,-0.0417
2008-09-30,-0.9239
2008-12-31,0.5303
2009-03-31,0.4944
2009-06-30,0.3834
2009-09-30,0.0238
2009-12-31,0.1621
2010-03-31,1.5839
2010-06-30,1.1887
2010-09-30,2.3824
2010-12-31,1.8592
2011-03-31,3.5976
2011-06-30,1.3611
2011-09-30,0.3388
2011-12-31,0.3156
2012-03-31,0.0646
2012-06-30,-0.1376
2012-09-30,-0.512
2012-12-31,1.1604
2013-03-31,0.4205
2013-06-30,0.3784
2013-09-30,0.3808
2013-12-31,-0.5151
2014-03-31,-0.4162
2014-06-30,-0.1361
2014-09-30,-0.8375
2014-12-31,-2.61
2015-03-31,6.347
2015-06-30,4.0261
2015-09-30,3.6783
2015-12-31,0.7808
2016-03-31,-3.3434
2016-06-30,7.9182
2016-09-30,2.0359
2016-12-31,1.1993
2017-03-31,4.3935
