Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-01-29,-1.6218
2006-04-30,0.7489
2006-07-30,1.3168
2006-10-29,0.7661
2007-01-28,1.0117
2007-04-29,-0.1671
2007-07-29,-0.7502
2007-10-28,-0.5019
2008-01-27,0.0294
2008-04-27,0.7184
2008-07-27,-12.3999
2008-10-26,-3.6424
2009-01-25,-0.8336
2009-04-26,0.5212
2009-07-26,2.7212
2009-10-25,-76.0257
2010-01-31,-0.3696
2010-05-02,0.366
2010-08-01,12.4278
2010-10-31,-5.4957
2011-01-30,-0.4591
2011-05-01,0.4656
2011-07-31,-0.658
2011-10-30,-0.585
2012-01-29,-0.2007
2012-04-29,2.5997
2012-07-29,2.5579
2012-10-28,2.6455
2013-01-27,1.4466999999999999
2013-04-28,3.1531000000000002
2013-07-28,0.3583
2013-10-27,0.9098
2014-01-26,-2.2561
2014-04-27,0.2678
2014-07-28,0.1883
2014-10-26,0.4488
2015-01-25,2.6408
2015-04-26,2.6009
2015-07-26,3.0388
2015-10-25,0.6381
2016-01-31,-1.1167
2016-05-01,-0.7508
2016-07-31,0.7606
2016-10-30,1.1158
2017-01-29,1.6324
2017-04-30,2.2378
