Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.4661
2006-06-30,1.6317
2006-09-30,1.9231
2006-12-31,2.6503
2007-03-31,0.2639
2007-06-30,1.5114999999999998
2007-09-30,-4.9051
2007-12-31,5.5383
2008-03-31,1.3938
2008-06-30,-3.9568
2008-09-30,0.9801
2008-12-31,1.4907
2009-03-31,0.5305
2009-06-30,-2.7499000000000002
2009-09-30,0.7808
2009-12-31,1.0845
2010-03-31,0.9737
2010-06-30,1.5295999999999998
2010-09-30,0.2553
2010-12-31,0.3431
2011-03-31,-0.2004
2011-06-30,2.8905
2011-09-30,-2.5443
2011-12-31,1.9162
2012-03-31,3.2795
2012-06-30,-0.1257
2012-09-30,-0.0778
2012-12-31,0.0074
2013-03-31,-0.2013
2013-06-30,0.7758
2013-09-30,0.5752
2013-12-31,0.9868
2014-03-31,0.378
2014-06-30,1.0127
2014-09-30,1.8794
2014-12-31,0.4232
2015-03-31,0.7517
2015-06-30,1.0396
2015-09-30,0.9169
2015-12-31,0.2002
2016-03-31,-0.4642
2016-06-30,0.1513
2016-09-30,0.8658
2016-12-31,-0.262
2017-03-31,0.348
