Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,2.2191
2006-09-30,0.8579
2006-12-31,4.8414
2007-03-31,0.6619
2007-06-30,0.0242
2007-09-30,0.0433
2007-12-31,0.3064
2008-03-31,0.1133
2008-06-30,0.8807
2008-09-30,0.7022
2008-12-31,-0.6985
2009-03-31,0.1173
2009-06-30,0.1894
2009-09-30,0.2061
2009-12-31,0.0681
2010-03-31,0.7302
2010-06-30,-0.2346
2010-09-30,0.6169
2010-12-31,-0.3118
2011-03-31,1.7043
2011-06-30,1.4323000000000001
2011-09-30,1.1742
2011-12-31,53.7974
2012-03-31,2.5154
2012-06-30,-3.3711
2012-09-30,17.1936
2012-12-31,-2.6682
2013-03-31,0.5792
2013-06-30,2.1658
2013-09-30,1.2953999999999999
2013-12-31,0.6025
2014-03-31,-3.3373
2014-06-30,-0.7487
2014-09-30,0.3789
2014-12-31,0.3012
2015-03-31,-0.4463
2015-06-30,-0.2225
2015-09-30,0.463
2015-12-31,0.1999
2016-03-31,0.1976
2016-06-30,0.9215
2016-09-30,-8.6736
2016-12-31,-0.6052
2017-03-31,-0.803
