Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-01-27,2.274
2006-04-30,2.0201
2006-07-28,1.0221
2006-10-27,0.8186
2007-01-26,-0.1133
2007-04-27,-0.437
2007-07-27,0.2889
2007-10-26,0.4864
2008-01-25,-0.1052
2008-04-25,1.6404
2008-07-25,0.3611
2008-10-24,1.6425
2009-01-23,-2.3567
2009-04-24,2.0955
2009-07-31,0.8092
2009-10-30,124.0624
2010-01-29,-0.3462
2010-04-30,2.5521000000000003
2010-07-30,1.2373
2010-10-29,1.0284
2011-01-28,1.2706
2011-04-29,-0.178
2011-07-29,2.0034
2011-10-28,4.5348
2012-01-27,2.7218
2012-04-27,2.5445
2012-07-27,-50.8173
2012-10-26,13.4648
2013-01-25,3.0095
2013-04-26,-16.5657
2013-07-26,-8.6369
2013-10-25,-80.8473
2014-01-24,25.6573
2014-04-25,3.1172
2014-07-25,5.8853
2014-10-24,14.9991
2015-01-23,0.0928
2015-04-24,-2.9705
2015-07-31,-8.2398
2015-10-30,-2.5583
2016-01-29,1.2587
2016-04-29,3.1918
2016-07-29,18.8955
2016-10-28,3.0827
2017-01-27,17.3627
