Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,2.4091
2006-06-30,578.0575
2006-09-30,2.1185
2006-12-31,0.7089
2007-03-31,3.6068
2007-06-30,1.4641
2007-09-30,5.0335
2007-12-31,0.3487
2008-03-31,0.2331
2008-06-30,0.2788
2008-09-30,-0.0362
2008-12-31,0.8697
2009-03-31,1.4516
2009-06-30,0.311
2009-09-30,0.1021
2009-12-31,-0.2131
2010-03-31,0.3167
2010-06-30,0.0635
2010-09-30,0.1111
2010-12-31,0.1525
2011-03-31,0.4327
2011-06-30,1.0012
2011-09-30,1.0872
2011-12-31,4.8739
2012-03-31,6.7069
2012-06-30,-2.2583
2012-09-30,-0.4476
2012-12-31,-1.8184
2013-03-31,0.2709
2013-06-30,3.4804
2013-09-30,-104.4929
2013-12-31,12.4476
2014-03-31,0.2061
2014-06-30,-0.1714
2014-09-30,-0.0906
2014-12-31,1.1756
2015-03-31,1.2739
2015-06-30,0.8678
2015-09-30,0.8787
2015-12-31,-0.3009
2016-03-31,0.1194
2016-06-30,47.7006
2016-09-30,2.165
2016-12-31,-0.6623
2017-03-31,-0.6836
