Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.3771
2006-06-30,1.567
2006-09-30,0.7597
2006-12-31,0.4206
2007-03-31,0.5564
2007-06-30,0.6758
2007-09-30,0.9226
2007-12-31,1.2955
2008-03-31,0.8323
2008-06-30,0.7766
2008-09-30,0.5184
2008-12-31,1.2863
2009-03-31,0.6024
2009-06-30,0.6444
2009-09-30,0.9909
2009-12-31,-91.8
2010-03-31,-0.7716
2010-06-30,-0.6367
2010-09-30,0.115
2010-12-31,0.6503
2011-03-31,0.9167
2011-06-30,1.5514000000000001
2011-09-30,0.7388
2011-12-31,2.166
2012-03-31,3.1064
2012-06-30,-2.5675
2012-09-30,-2.027
2012-12-31,40.8772
2013-03-31,-0.6138
2013-06-30,0.3248
2013-09-30,0.8651
2013-12-31,0.8361
2014-03-31,1.8864999999999998
2014-06-30,3.9324
2014-09-30,1.1522000000000001
2014-12-31,-13.3844
2015-03-31,-0.3245
2015-06-30,-0.0919
2015-09-30,0.2393
2015-12-31,0.2748
2016-03-31,-0.374
2016-06-30,-0.7529
2016-09-30,2.0426
2016-12-31,1.895
2017-03-31,0.1657
