Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2011-03-31,-6.093
2011-06-30,3.7308
2011-09-30,0.2691
2011-12-31,-0.5508
2012-03-31,1.1088
2012-06-30,0.5395
2012-09-30,-0.033
2012-12-31,0.1889
2013-03-31,1.4914
2013-06-30,-1.8787
2013-09-30,-1.3078
2013-12-31,-3.1208
2014-03-31,-1.9528
2014-06-30,-0.1647
2014-09-30,-0.5109
2014-12-31,0.6692
2015-03-31,-0.2025
2015-06-30,-0.909
2015-09-30,-33.8648
2015-12-31,1.0805
2016-03-31,38.6776
2016-06-30,1.735
2016-09-30,2.7368
2016-12-31,-22.249
2017-03-31,-11.0165
