Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,2.24
2006-06-30,1.6322
2006-09-30,1.005
2006-12-31,0.9303
2007-03-31,0.9477
2007-06-30,1.2551999999999999
2007-09-30,1.5783
2007-12-31,0.9357
2008-03-31,1.2941
2008-06-30,1.5373999999999999
2008-09-30,2.7893
2008-12-31,-6.8299
2009-03-31,-4.0023
2009-06-30,-4.0763
2009-09-30,6.2318
2009-12-31,-0.2173
2010-03-31,-0.754
2010-06-30,-2.6159
2010-09-30,4.4215
2010-12-31,1.0267
2011-03-31,1.3898
2011-06-30,1.3378999999999999
2011-09-30,0.6743
2011-12-31,-0.2453
2012-03-31,-0.9924
2012-06-30,1.7967
2012-09-30,-4.5624
2012-12-31,6.2296
2013-03-31,-69.0534
2013-06-30,2.5625
2013-09-30,1.8559999999999999
2013-12-31,1.5604
2014-03-31,4.2096
2014-06-30,7.8166
2014-09-30,2.9946
2014-12-31,-7.7065
2015-03-31,-3.4679
2015-06-30,-87.2206
2015-09-30,1.6895
2015-12-31,1.5295999999999998
2016-03-31,1.0488
2016-06-30,-0.2991
2016-09-30,-3.0467
2016-12-31,-3.1798
2017-03-31,-1.3207
