Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-25,-0.1797
2006-07-01,1.1667
2006-09-30,3.2903000000000002
2006-12-30,7.4816
2007-03-31,1.4833
2007-06-30,-0.4771
2007-09-29,-0.2926
2007-12-29,0.0598
2008-03-29,0.4601
2008-06-28,1.7801
2008-09-27,2.2356
2008-12-27,1.3752
2009-03-28,1.3916
2009-06-27,0.1493
2009-09-26,-0.903
2009-12-26,-0.5375
2010-03-27,1.5306
2010-06-26,0.8049
2010-09-25,0.9374
2010-12-25,0.7607
2011-03-26,0.6199
2011-06-26,0.8517
2011-09-24,1.6891
2011-12-31,1.1909
2012-03-31,1.5483
2012-06-30,0.4591
2012-09-29,1.0289
2012-12-29,1.8734
2013-03-30,0.8816
2013-06-29,1.7551
2014-03-29,0.5193
2014-06-28,-0.0381
2014-09-27,-1.185
2014-12-27,-0.8165
2015-03-28,-1.8221
2015-06-27,0.9694
2015-09-26,0.8518
2015-12-31,0.9581
2016-04-02,1.1427
2016-07-02,-2.0097
2016-10-01,-0.5048
