Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.2995
2006-06-30,1.2976
2006-09-30,0.9316
2007-03-31,3.1566
2007-06-30,3.1321
2007-09-30,3.5263
2007-12-31,1.9942
2008-03-31,1.5553
2008-06-30,1.9362
2008-09-30,1.0136
2008-12-31,-3.093
2009-03-31,0.8046
2009-06-30,0.8669
2009-09-30,0.6157
2009-12-31,-1.3
2010-03-31,1.3886
2010-06-30,0.5428
2010-09-30,0.5268
2010-12-31,0.1347
2011-03-31,0.8472
2011-06-30,1.2605
2011-09-30,1.6884
2011-12-31,0.7871
2012-03-31,1.4491
2012-06-30,1.1082
2012-09-30,1.3498
2012-12-31,2.6495
2013-03-31,0.0637
2013-06-30,0.7016
2013-09-30,0.309
2013-12-31,0.7218
2014-03-31,0.7728
2014-06-30,0.9765
2014-09-30,1.4128
2014-12-31,-0.6582
2015-03-31,-1.5955
2015-06-30,0.2533
2015-09-30,1.1132
2015-12-31,-0.3386
2016-03-31,-0.2045
2016-06-30,0.1688
2016-09-30,0.0969
2016-12-31,0.3027
