Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-0.3459
2006-06-30,-0.7847
2006-09-30,-0.7533
2006-12-31,2.8178
2007-03-31,0.9656
2007-06-30,1.4069
2007-09-30,0.3735
2007-12-31,0.6572
2008-03-31,1.5544
2008-06-30,1.1875
2008-09-30,1.309
2008-12-31,1.176
2009-03-31,0.98
2009-06-30,0.487
2009-09-30,0.43
2009-12-31,0.414
2010-03-31,-0.9313
2010-06-30,-2.1979
2010-09-30,-0.1047
2010-12-31,3.6147
2011-03-31,2.5305
2011-06-30,4.8103
2011-09-30,2.7926
2011-12-31,0.818
2012-03-31,1.7457
2012-06-30,0.2698
2012-09-30,-25.3807
2012-12-31,-4.7144
2013-03-31,-7.1325
2013-06-30,-3.3582
2013-09-30,-1.221
2013-12-31,-0.389
2014-03-31,-0.7236
2014-06-30,0.0381
2014-09-30,-19.1992
2014-12-31,0.813
2015-03-31,0.6143
2015-06-30,1.9363
2015-09-30,6.2814
2015-12-31,1.2818
2016-03-31,0.2766
2016-06-30,0.0035
2016-09-30,-1.832
2016-12-31,-1.6238
