Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.5255
2006-06-30,396.7556
2006-09-30,0.5676
2006-12-31,-0.1911
2007-03-31,-6.5631
2007-06-30,2.7016999999999998
2007-09-30,-15.8654
2007-12-31,25.9995
2008-03-31,-1.2617
2008-06-30,0.3686
2008-09-30,0.9223
2008-12-31,-6.3445
2009-03-31,0.5529
2009-06-30,1.1833
2009-09-30,1.287
2009-12-31,2.4838
2010-03-31,1.3911
2010-06-30,4.4066
2010-09-30,0.3945
2010-12-31,-1.6789
2011-03-31,-1.1695
2011-06-30,0.4293
2011-09-30,-2.4488
2011-12-31,-2.6188000000000002
2012-03-31,-1.6172
2012-06-30,0.7622
2012-09-30,1.6875
2012-12-31,26.9102
2013-03-31,-1.3979
2013-06-30,0.1075
2013-09-30,-1.6394
2013-12-31,-5.3407
2014-03-31,-0.4705
2014-06-30,-13.0384
2014-09-30,0.919
2014-12-31,3.8316
2015-03-31,-0.655
2015-06-30,0.381
2015-09-30,1.6724
2015-12-31,0.3447
2016-03-31,-0.9852
2016-06-30,1.1981
2016-09-30,0.1656
2016-12-31,-0.6229
2017-03-31,0.9258
