Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-0.0154
2006-06-30,-0.0162
2006-09-30,490.0313
2006-12-31,1.6223
2007-03-31,226.0427
2007-06-30,216.7804
2007-09-30,-2.151
2007-12-31,24.244
2008-03-31,-8.0566
2008-06-30,10.2359
2008-09-30,3.6198
2008-12-31,-0.8446
2009-03-31,3.8672
2009-06-30,-0.805
2009-09-30,3.2127
2009-12-31,5.1361
2010-03-31,2.6303
2010-06-30,0.6057
2010-09-30,1.3633
2010-12-31,3.3734
2011-03-31,2.0493
2011-06-30,4.9524
2011-09-30,13.6209
2011-12-31,1.995
2012-03-31,0.997
2012-06-30,0.5173
2012-09-30,0.4383
2012-12-31,-0.0719
2013-03-31,-1.7268
2013-06-30,0.531
2013-09-30,2.613
2013-12-31,3.4888
2014-03-31,0.6633
2014-06-30,3.2496
2014-09-30,0.2035
2014-12-31,1.8281
2015-03-31,3.3257
2015-06-30,-4.3534
2015-09-30,6.397
2015-12-31,-22.2325
2016-03-31,-8.1701
2016-06-30,0.7587
2016-09-30,0.0843
2016-12-31,0.3045
2017-03-31,-17.0726
