Date,Firm Name,Period,Rating,Recommendation,Target Price
2006-08-01,Goldman Sachs,Not Provided,3,in-line/attractive,33.75
2006-08-01,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-07-25,Soleil Securities,Not Provided,5,buy,50.0
2006-08-24,Goldman Sachs,Not Provided,5,outperf/attractive,33.75
2006-08-01,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-07-25,Soleil Securities,Not Provided,5,buy,50.0
2006-09-27,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
2006-08-24,Goldman Sachs,Not Provided,5,outperf/attractive,33.75
2006-08-01,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-07-25,Soleil Securities,Not Provided,5,buy,50.0
2006-10-04,Goldman Sachs,Not Provided,5,Buy/Neutral,33.75
2006-09-27,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
2006-08-01,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-07-25,Soleil Securities,Not Provided,5,buy,50.0
2006-12-01,Goldman Sachs,Not Provided,5,Buy/Neutral,36.0
2006-11-16,Thomas Weisel Partners,Not Provided,3,market weight,-0.0
2006-11-02,Soleil Securities,Not Provided,5,buy,38.0
2006-08-01,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-12-13,Thomas Weisel Partners,Not Provided,3,market weight,-0.0
2006-12-11,Soleil Securities,Not Provided,5,buy,38.0
2006-12-01,Goldman Sachs,Not Provided,5,Buy/Neutral,36.0
2006-08-01,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-01-26,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-01-05,UBS,Not Provided,5,buy 2,39.0
2006-12-13,Thomas Weisel Partners,Not Provided,3,market weight,-0.0
2006-12-11,Soleil Securities,Not Provided,5,buy,38.0
2006-12-01,Goldman Sachs,Not Provided,5,Buy/Neutral,36.0
2007-02-28,Goldman Sachs,Not Provided,5,Buy/Neutral,40.0
2007-02-14,Thomas Weisel Partners,Not Provided,3,market weight,-0.0
