Date,Firm Name,Period,Rating,Recommendation,Target Price
2005-10-26,Credit Suisse,12 month,3,neutral,70.0
2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0
2005-07-01,Stephens Inc,Not Provided,5,overweight,-0.0
2005-02-04,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-01-19,GARP Research,Not Provided,5,buy,-0.0
2006-01-10,Bear Stearns & Co,Not Provided,5,outperform,80.5
2005-10-26,Credit Suisse,12 month,3,neutral,70.0
2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0
2005-07-01,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-02-08,Credit Suisse,12 month,3,neutral,73.0
2006-02-03,GARP Research,Not Provided,5,buy,-0.0
2006-01-10,Bear Stearns & Co,Not Provided,5,outperform,80.5
2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0
2005-07-01,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2006-02-08,Credit Suisse,12 month,3,neutral,73.0
2006-02-03,GARP Research,Not Provided,5,buy,-0.0
2006-01-10,Bear Stearns & Co,Not Provided,5,outperform,80.5
2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2006-02-08,Credit Suisse,12 month,3,neutral,73.0
2006-02-03,GARP Research,Not Provided,5,buy,-0.0
2006-01-10,Bear Stearns & Co,Not Provided,5,outperform,80.5
2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-06-01,Benchmark Company LLC,Not Provided,5,buy,85.0
2006-05-24,Lehman Brothers,Not Provided,3,equalwt/neutral,76.0
2006-05-11,Credit Suisse,12 month,3,neutral,73.0
2006-05-04,Bear Stearns & Co,Not Provided,5,outperform,82.5
2006-05-04,GARP Research,Not Provided,5,buy,-0.0
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-06-16,Benchmark Company LLC,Not Provided,5,buy,85.0
2006-05-24,Lehman Brothers,Not Provided,3,equalwt/neutral,76.0
2006-05-11,Credit Suisse,12 month,3,neutral,73.0
2006-05-04,Bear Stearns & Co,Not Provided,5,outperform,82.5
2006-05-04,GARP Research,Not Provided,5,buy,-0.0
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-07-21,Benchmark Company LLC,Not Provided,5,buy,80.0
2006-05-24,Lehman Brothers,Not Provided,3,equalwt/neutral,76.0
2006-05-11,Credit Suisse,12 month,3,neutral,73.0
2006-05-04,Bear Stearns & Co,Not Provided,5,outperform,82.5
2006-05-04,GARP Research,Not Provided,5,buy,-0.0
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-08-25,Credit Suisse,12 month,3,neutral,73.0
2006-08-25,EVA Dimensions,Not Provided,3,hold,-0.0
2006-08-11,GARP Research,Not Provided,5,buy,-0.0
2006-08-04,Benchmark Company LLC,Not Provided,5,buy,77.0
2006-05-24,Lehman Brothers,Not Provided,3,equalwt/neutral,76.0
2006-05-04,Bear Stearns & Co,Not Provided,5,outperform,82.5
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-09-29,Benchmark Company LLC,Not Provided,5,buy,77.0
2006-09-19,EVA Dimensions,Not Provided,1,sell,-0.0
2006-09-18,Credit Suisse,12 month,3,neutral,85.0
2006-08-11,GARP Research,Not Provided,5,buy,-0.0
2006-05-24,Lehman Brothers,Not Provided,3,equalwt/neutral,76.0
2006-05-04,Bear Stearns & Co,Not Provided,5,outperform,82.5
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-10-20,Benchmark Company LLC,Not Provided,5,buy,77.0
2006-09-19,EVA Dimensions,Not Provided,1,sell,-0.0
2006-09-18,Credit Suisse,12 month,3,neutral,85.0
2006-08-11,GARP Research,Not Provided,5,buy,-0.0
2006-05-24,Lehman Brothers,Not Provided,3,equalwt/neutral,76.0
2006-05-04,Bear Stearns & Co,Not Provided,5,outperform,82.5
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-11-30,Benchmark Company LLC,Not Provided,5,buy,85.0
2006-11-08,EVA Dimensions,Not Provided,3,hold,-0.0
2006-11-07,GARP Research,Not Provided,5,buy,-0.0
2006-11-06,Lehman Brothers,Not Provided,3,equalwt/neutral,76.0
2006-11-06,Credit Suisse,12 month,3,neutral,85.0
2006-05-04,Bear Stearns & Co,Not Provided,5,outperform,82.5
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-12-13,Bear Stearns & Co,Not Provided,5,outperform,95.5
2006-11-30,Benchmark Company LLC,Not Provided,5,buy,85.0
2006-11-08,EVA Dimensions,Not Provided,3,hold,-0.0
2006-11-07,GARP Research,Not Provided,5,buy,-0.0
2006-11-06,Lehman Brothers,Not Provided,3,equalwt/neutral,76.0
2006-11-06,Credit Suisse,12 month,3,neutral,85.0
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-01-31,EVA Dimensions,Not Provided,1,sell,-0.0
2007-01-23,Benchmark Company LLC,Not Provided,5,buy,85.0
2007-01-10,Lehman Brothers,Not Provided,3,equalwt/neutral,82.0
2007-01-10,Credit Suisse,12 month,3,neutral,85.0
2006-12-13,Bear Stearns & Co,Not Provided,5,outperform,95.5
2006-11-07,GARP Research,Not Provided,5,buy,-0.0
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-03-01,Credit Suisse,12 month,3,neutral,85.0
2007-02-16,Benchmark Company LLC,Not Provided,5,buy,92.0
2007-02-09,GARP Research,Not Provided,5,buy,-0.0
2007-02-02,Lehman Brothers,Not Provided,3,equalwt/neutral,87.0
2007-01-31,EVA Dimensions,Not Provided,1,sell,-0.0
2006-12-13,Bear Stearns & Co,Not Provided,5,outperform,95.5
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-03-26,EVA Dimensions,Not Provided,3,hold,-0.0
2007-03-21,Credit Suisse,12 month,3,neutral,85.0
2007-03-21,Benchmark Company LLC,Not Provided,5,buy,92.0
2007-02-09,GARP Research,Not Provided,5,buy,-0.0
2007-02-02,Lehman Brothers,Not Provided,3,equalwt/neutral,87.0
2006-12-13,Bear Stearns & Co,Not Provided,5,outperform,95.5
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-04-04,Benchmark Company LLC,Not Provided,3,hold,-0.0
2007-03-21,Credit Suisse,12 month,3,neutral,85.0
2007-02-09,GARP Research,Not Provided,5,buy,-0.0
2007-02-02,Lehman Brothers,Not Provided,3,equalwt/neutral,87.0
2006-12-13,Bear Stearns & Co,Not Provided,5,outperform,95.5
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2004-06-08,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-05-23,EVA Dimensions,Not Provided,3,hold,-0.0
2007-05-09,Credit Suisse,12 month,3,neutral,90.0
2007-05-07,Benchmark Company LLC,Not Provided,3,hold,-0.0
2007-05-06,Bear Stearns & Co,Not Provided,5,outperform,101.5
2007-05-04,Lehman Brothers,Not Provided,3,equalwt/neutral,91.0
2007-05-04,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-02-09,GARP Research,Not Provided,5,buy,-0.0
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2007-05-23,EVA Dimensions,Not Provided,3,hold,-0.0
2007-05-07,Benchmark Company LLC,Not Provided,3,hold,-0.0
2007-05-06,Bear Stearns & Co,Not Provided,5,outperform,101.5
2007-05-04,Lehman Brothers,Not Provided,3,equalwt/neutral,91.0
2007-05-04,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-02-09,GARP Research,Not Provided,5,buy,-0.0
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2007-05-23,EVA Dimensions,Not Provided,3,hold,-0.0
2007-05-07,Benchmark Company LLC,Not Provided,3,hold,-0.0
2007-05-06,Bear Stearns & Co,Not Provided,5,outperform,101.5
2007-05-04,Lehman Brothers,Not Provided,3,equalwt/neutral,91.0
2007-05-04,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-02-09,GARP Research,Not Provided,5,buy,-0.0
2006-03-24,Stephens Inc,Not Provided,5,overweight,-0.0
2007-08-15,Lehman Brothers,Not Provided,3,equalwt/neutral,100.0
2007-08-14,GARP Research,Not Provided,5,buy,-0.0
2007-08-09,Stephens Inc,Not Provided,3,equalweight,100.0
2007-08-08,Benchmark Company LLC,Not Provided,5,buy,109.0
2007-08-07,Bear Stearns & Co,Not Provided,5,outperform,107.5
2007-05-23,EVA Dimensions,Not Provided,3,hold,-0.0
2007-05-04,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-09-25,Benchmark Company LLC,Not Provided,5,buy,109.0
2007-09-10,EVA Dimensions,Not Provided,3,hold,-0.0
2007-08-14,GARP Research,Not Provided,5,buy,-0.0
2007-08-09,Stephens Inc,Not Provided,3,equalweight,100.0
2007-08-07,Bear Stearns & Co,Not Provided,5,outperform,107.5
2007-05-04,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-10-19,Independent II Research plc,Not Provided,5,buy,113.75
2007-10-15,Bear Stearns & Co,Not Provided,5,outperform,107.5
2007-10-11,Benchmark Company LLC,Not Provided,5,buy,109.0
2007-09-10,EVA Dimensions,Not Provided,3,hold,-0.0
2007-08-14,GARP Research,Not Provided,5,buy,-0.0
2007-08-09,Stephens Inc,Not Provided,3,equalweight,100.0
2007-05-04,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-11-21,EVA Dimensions,Not Provided,5,buy,-0.0
2007-11-07,Stephens Inc,Not Provided,3,equalweight,100.0
2007-11-06,Independent II Research plc,Not Provided,5,buy,113.75
2007-11-06,Benchmark Company LLC,Not Provided,5,buy,109.0
2007-10-15,Bear Stearns & Co,Not Provided,5,outperform,107.5
2007-08-14,GARP Research,Not Provided,5,buy,-0.0
2007-05-04,J.P. Morgan,Not Provided,3,neutral,-0.0
2007-12-17,Independent II Research plc,Not Provided,5,buy,113.75
2007-11-21,EVA Dimensions,Not Provided,5,buy,-0.0
2007-11-07,Stephens Inc,Not Provided,3,equalweight,100.0
2007-11-06,Benchmark Company LLC,Not Provided,5,buy,109.0
2007-10-15,Bear Stearns & Co,Not Provided,5,outperform,107.5
2007-08-14,GARP Research,Not Provided,5,buy,-0.0
2007-05-04,J.P. Morgan,Not Provided,3,neutral,-0.0
2008-02-01,GARP Research,Not Provided,5,buy,-0.0
2008-02-01,Benchmark Company LLC,Not Provided,5,buy,97.0
2008-01-31,Bear Stearns & Co,Not Provided,5,outperform,107.5
2008-01-31,Independent II Research plc,Not Provided,5,buy,101.71
2008-01-28,EVA Dimensions,Not Provided,3,hold,-0.0
2008-01-11,J.P. Morgan,Not Provided,5,overweight,-0.0
2007-11-07,Stephens Inc,Not Provided,3,equalweight,100.0
2008-02-21,Independent II Research plc,Not Provided,5,buy,101.65
2008-02-05,Stephens Inc,Not Provided,3,equalweight,100.0
2008-02-01,GARP Research,Not Provided,5,buy,-0.0
2008-02-01,Benchmark Company LLC,Not Provided,5,buy,97.0
2008-01-31,Bear Stearns & Co,Not Provided,5,outperform,107.5
2008-01-28,EVA Dimensions,Not Provided,3,hold,-0.0
2008-01-11,J.P. Morgan,Not Provided,5,overweight,-0.0
2008-03-27,Stephens Inc,Not Provided,3,equalweight,100.0
2008-03-11,Benchmark Company LLC,Not Provided,5,buy,92.0
2008-02-21,Independent II Research plc,Not Provided,5,buy,101.65
2008-02-01,GARP Research,Not Provided,5,buy,-0.0
2008-01-31,Bear Stearns & Co,Not Provided,5,outperform,107.5
2008-01-28,EVA Dimensions,Not Provided,3,hold,-0.0
