Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.3391
2006-06-30,0.2413
2006-09-30,0.8765
2006-12-31,2.5394
2007-03-31,1.2108
2007-06-30,0.2944
2007-09-30,0.145
2007-12-31,0.1066
2008-03-31,-0.34
2008-06-30,0.8704
2008-09-30,1.8257
2008-12-31,-25.329
2009-03-31,-4.683
2009-06-30,-2.9796
2009-09-30,3.2085
2009-12-31,-0.4269
2010-03-31,-0.0711
2010-06-30,-0.1224
2010-09-30,1.3999
2010-12-31,3.1847
2011-03-31,0.4243
2011-06-30,0.7546
2011-09-30,0.3656
2011-12-31,0.4935
2012-03-31,1.0787
2012-06-30,1.3035
2012-09-30,1.5612
2012-12-31,1.4681
2013-03-31,1.731
2013-06-30,-0.3814
2013-09-30,-0.1394
2013-12-31,-0.4936
2014-03-31,-0.5668
2014-06-30,0.2974
2014-09-30,0.5134
2014-12-31,-33.7861
2015-03-31,3.6937
2015-06-30,4.5179
2015-09-30,3.9136
2015-12-31,1.3104
2016-03-31,0.6535
2016-06-30,-0.3709
2016-09-30,-1.206
2016-12-31,-1.5051
2017-03-31,-0.5915
