Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-04-01,1.2072
2006-07-01,1.2882
2006-09-30,1.7835
2006-12-31,9.5048
2007-03-31,3.5949
2007-06-30,2.1767
2007-09-29,0.7549
2007-12-31,0.2421
2008-03-29,0.1482
2008-06-28,-50.2597
2008-09-27,0.9214
2008-12-31,-0.5157
2009-03-28,0.2323
2009-06-27,0.7494
2009-09-26,0.6586
2009-12-31,1.5941
2010-04-03,-0.6506
2010-07-03,0.4981
2010-10-02,0.7108
2010-12-31,1.6878
2011-04-02,1.1231
2011-07-02,1.7102
2011-10-01,0.8051
2011-12-31,0.7401
2012-03-31,1.8033
2012-06-29,-1.4837
2012-09-29,-71.1301
2012-12-31,1.9218
2013-03-29,1.677
2013-06-29,1.7183
2013-09-28,-0.062
2013-12-31,-2.2745
2014-03-29,0.5677
2014-06-28,0.6207
2014-09-27,-2.8343
2014-12-31,3.4781
2015-03-28,0.7237
2015-06-27,0.5361
2015-09-26,-0.2198
2015-12-31,1.7567
2016-03-31,-0.091
2016-06-30,-1.2898
2016-09-30,-6.4892
2016-12-31,0.9162
2017-03-31,99.617
