Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-0.3789
2006-06-30,-0.1029
2006-09-30,0.8433
2006-12-31,-0.4889
2007-03-31,0.672
2007-06-30,-1.8254
2007-09-30,-2.5359
2007-12-31,1.2647
2008-03-31,-0.2138
2008-06-30,-0.0305
2008-09-30,0.4052
2008-12-31,8.5848
2009-03-31,-0.4488
2009-06-30,3.3897
2009-09-30,1.9897
2009-12-31,0.6962
2010-03-31,0.764
2010-06-30,2.3137
2010-09-30,0.8937
2010-12-31,0.5148
2011-03-31,1.813
2011-06-30,0.4211
2011-09-30,1.3955
2011-12-31,3.3126
2012-03-31,-11.6094
2012-06-30,-1.3557
2012-09-30,-0.0842
2012-12-31,0.6584
2013-03-31,1.3915
2013-06-30,0.6161
2013-09-30,0.9731
2013-12-31,1.147
2014-03-31,1.2934
2014-06-30,1.1124
2014-09-30,0.7937
2014-12-31,1.5569
2015-03-31,0.8143
2015-06-30,1.1296
2015-09-30,1.0996
2015-12-31,0.2386
2016-03-31,1.2774
2016-06-30,1.1434
2016-09-30,1.6853
2016-12-31,1.2746
