Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2007-03-31,0.5671
2007-09-30,0.0451
2007-12-31,1.9857
2008-06-30,0.2239
2008-09-30,-12.9502
2008-12-31,2.5034
2009-03-31,3.039
2009-06-30,1.9613
2009-09-30,1.5922
2009-12-31,-66.0145
2010-03-31,9.5003
2010-06-30,-2.6265
2010-09-30,-1.3823
2010-12-31,-0.6448
2011-03-31,0.6102
2011-06-30,0.0221
2011-09-30,0.0216
2011-12-31,0.1282
2012-03-31,0.5585
2012-06-30,1.2286
2012-09-30,2.375
2012-12-31,0.8486
2013-03-31,0.0885
2013-06-30,-0.9083
2013-09-30,-0.9446
2013-12-31,-0.9431
2014-03-31,-1.5003
2014-06-30,-0.3375
2014-09-30,-1.0534
2014-12-31,-4.2213
2015-03-31,-2.2641
2015-06-30,-2.8058
2015-09-30,-3.2655
2015-12-31,-0.3567
2016-03-31,0.1054
2016-06-30,0.9811
2016-09-30,8.9117
2016-12-31,9.8757
2017-03-31,8.6163
