Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.2512
2006-06-30,0.3775
2006-09-30,0.5978
2006-12-31,-5.8476
2007-03-31,0.487
2007-06-30,-1.739
2007-09-30,-2.6334
2007-12-31,2.0271
2008-03-31,-3.339
2008-06-30,-1.0503
2008-09-30,-0.3166
2008-12-31,3.3599
2009-03-31,1.3961
2009-06-30,1.5412
2009-09-30,1.9568
2009-12-31,-0.6477
2010-03-31,0.0096
2010-06-30,-1.513
2010-09-30,-0.7017
2010-12-31,0.8646
2011-03-31,1.3744
2011-06-30,1.3516
2011-09-30,0.8054
2011-12-31,0.6411
2012-03-31,0.0252
2012-06-30,-18.8719
2012-09-30,26.4505
2012-12-31,2.2119
2013-03-31,-6.4899
2013-06-30,-1.4382
2013-09-30,1.5335
2013-12-31,0.8097
2014-03-31,0.6609
2014-06-30,1.9465
2014-09-30,1.5596
2014-12-31,1.5078
2015-03-31,0.6297
2015-06-30,0.7967
2015-09-30,1.0196
2015-12-31,2.5617
2016-03-31,5.5926
2016-06-30,4.067
2016-09-30,3.0693
2016-12-31,8.3547
