Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-04-08,2.1872
2006-07-08,1.4526
2006-10-07,0.2227
2007-01-06,-0.2582
2007-04-07,-0.4704
2007-07-07,-0.5558
2007-10-06,-0.0693
2008-01-05,0.4789
2008-04-05,0.7518
2008-07-05,1.3115
2008-10-04,1.7209
2009-01-03,81.5874
2009-04-04,-0.7935
2009-07-04,1.1694
2009-10-03,2.2628
2010-01-02,-1.1534
2010-04-03,-0.5611
2010-07-03,0.6182
2010-10-02,1.0401
2011-01-01,1.5652
2011-04-02,1.6646
2011-07-02,1.4747
2011-10-01,1.3984
2011-12-31,1.7013
2012-03-31,2.7771
2012-06-30,1.1466
2012-09-29,2.3559
2012-12-29,0.2518
2013-03-30,0.1036
2013-06-29,0.9972
2013-09-28,0.6215
2013-12-28,1.051
2014-04-05,1.1159
2014-07-05,1.4736
2014-10-04,0.5668
2015-01-03,20.6023
2015-04-04,-0.7203
2015-07-04,-0.1772
2015-10-03,-0.5342
2016-01-02,-0.692
2016-04-02,0.0103
2016-07-02,0.1536
2016-10-01,1.4486
2016-12-31,3.9491
