Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.5486
2006-06-30,-1.1161
2006-09-30,1.5274
2006-12-31,0.7526
2007-03-31,-0.1644
2007-06-30,-1.0131
2007-09-30,-3.53
2007-12-31,-1.5201
2008-03-31,-1.0907
2008-06-30,-4.8119
2008-09-30,4.4012
2008-12-31,3.1396
2009-03-31,10.633
2009-06-30,-1.7209
2009-09-30,-0.3064
2009-12-31,0.8361
2010-03-31,0.1565
2010-06-30,1.3623
2010-09-30,2.5229
2010-12-31,1.4085
2011-03-31,1.5259
2011-06-30,-0.3499
2011-09-30,0.3704
2011-12-31,-0.1784
2012-03-31,-0.7432
2012-06-30,0.2484
2012-09-30,0.1852
2012-12-31,0.1306
2013-03-31,0.1129
2013-06-30,15.588
2013-09-30,8.3899
2013-12-31,2.3825
2014-03-31,-0.3113
2014-06-30,0.1565
2014-09-30,-3123.9945
2014-12-31,2.6328
2015-03-31,2.4009
2015-06-30,0.3348
2015-09-30,-4.421
2015-12-31,0.3736
2016-03-31,-1.5161
2016-06-30,-0.3757
2016-09-30,0.5296
2016-12-31,-0.4566
