Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-0.3045
2006-06-30,-0.0537
2006-09-30,-0.1701
2006-12-31,0.3481
2007-03-31,0.4355
2007-06-30,0.4515
2007-09-30,0.4234
2007-12-31,1.5003
2008-03-31,-25.5843
2008-06-30,-15.7413
2008-09-30,-12.7337
2008-12-31,-4.1691
2009-03-31,10.2578
2009-06-30,6.56
2009-09-30,-124.9952
2009-12-31,9.951
2010-03-31,-2.9677
2010-06-30,2.2299
2010-09-30,-2.4678
2010-12-31,-0.4066
2011-03-31,-2.9965
2011-06-30,-0.1785
2011-09-30,-0.1451
2011-12-31,-0.2662
2012-03-31,0.2543
2012-06-30,0.0455
2012-09-30,-0.0193
2012-12-31,-0.7072
2013-03-31,1.455
2013-06-30,-0.8562
2013-09-30,0.8793
2013-12-31,-6.0667
2014-03-31,9.6262
2014-06-30,8.8102
2014-09-30,-68.0792
2014-12-31,1.8055
2015-03-31,0.8862
2015-06-30,0.5202
2015-09-30,0.7153
2015-12-31,-0.1754
2016-03-31,0.1827
2016-06-30,23.7722
2016-09-30,0.3081
2016-12-31,11.642
2017-03-31,0.5099
