Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.9706
2006-06-30,1.0642
2006-09-30,1.2624
2006-12-31,1.0868
2007-03-31,0.4872
2007-06-30,0.2714
2007-09-30,0.4727
2007-12-31,0.5361
2008-03-31,1.153
2008-06-30,1.2306
2008-09-30,1.0259
2008-12-31,2.1331
2009-03-31,0.6866
2009-06-30,0.418
2009-09-30,0.4902
2009-12-31,0.9684
2010-03-31,4.2307
2010-06-30,4.5549
2010-09-30,3.3849
2010-12-31,1.5432
2011-03-31,1.9643
2011-06-30,1.77
2011-09-30,5.0571
2011-12-31,2.3331
2012-03-31,1.6842
2012-06-30,1.7981
2012-09-30,0.3392
2012-12-31,2.2893
2013-03-31,1.6834
2013-06-30,1.5533
2013-09-30,1.7478
2013-12-31,0.0029
2014-03-31,3.3987
2014-06-30,0.73
2014-09-30,0.0069
2014-12-31,0.0781
2015-03-31,0.0924
2015-06-30,0.0885
2015-09-30,0.3282
2015-12-31,0.3392
2016-03-31,0.2007
2016-06-30,0.2612
2016-09-30,0.2929
2016-12-31,1.9084
2017-03-31,0.0383
