Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-01-28,0.7681
2006-04-29,0.1405
2006-07-29,0.2676
2006-10-28,0.4836
2007-01-27,0.8082
2007-04-28,-0.0867
2007-07-28,-0.1969
2007-10-27,-0.6552
2008-01-26,-1.3846
2008-04-26,-0.0744
2008-07-26,-0.6668
2008-10-25,-0.9912
2009-01-24,1.6732
2009-04-25,1.203
2009-07-25,0.7387
2009-10-24,0.7828
2010-01-23,1.2214
2010-05-01,0.821
2010-07-31,0.8738
2010-10-30,2.0793
2011-01-29,5.2808
2011-04-30,3.1978
2011-07-30,3.6166
2011-10-29,1.381
2012-01-28,-0.0696
2012-04-28,0.574
2012-07-28,2.6938
2012-10-29,0.9738
2013-01-26,-0.2031
2013-04-27,-0.3451
2013-07-27,-1.8081
2013-10-26,-8.0796
2014-01-25,0.2119
2014-04-26,-0.7312
2014-07-26,-16.1242
2014-10-25,10.8196
2015-01-24,3.1555
2015-04-25,2.961
2015-07-25,0.5753
2015-10-24,-3.2434
2016-01-23,370.5002
2016-04-30,20.9901
2016-07-30,15.7873
2016-10-29,7.935
2017-01-28,2.4732
