Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.2856
2006-06-30,0.9705
2006-09-30,1.4412
2006-12-31,0.5617
2007-03-31,1.1296
2007-06-30,1.2148
2007-09-30,-1.9459
2007-12-31,-1.6653
2008-03-31,-6.4402
2008-06-30,-16.1982
2008-09-30,2.7096
2008-12-31,0.2463
2009-03-31,0.8205
2009-06-30,0.7944
2009-09-30,0.6408
2009-12-31,0.2621
2010-03-31,3.6967
2010-06-30,1.0789
2010-09-30,0.7196
2010-12-31,0.8862
2011-03-31,0.7364
2011-06-30,1.3752
2011-09-30,1.5046
2011-12-31,1.7044
2012-03-31,2.2261
2012-06-30,7.4901
2012-09-30,-0.1096
2012-12-31,-0.5986
2013-03-31,-0.0921
2013-06-30,0.0227
2013-09-30,0.5616
2013-12-31,1.3438
2014-03-31,0.8255
2014-06-30,-1.1109
2014-09-30,0.5415
2014-12-31,0.7892
2015-03-31,0.3251
2015-06-30,-0.5474
2015-09-30,0.1962
2015-12-31,0.4637
2016-03-31,0.6362
2016-06-30,1.2398
2016-09-30,2.7365
2016-12-31,-2.3832
2017-03-31,-0.6854
