Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-02-28,2.2105
2006-05-31,2.2977
2006-08-31,2.5282
2006-11-30,1.636
2007-02-28,1.294
2007-05-31,1.2593
2007-08-31,0.8983
2007-11-30,3.505
2008-02-29,1.9578
2008-05-31,3.673
2008-08-31,2.4421
2008-11-30,3.6026
2009-02-28,0.2647
2009-05-31,0.7658
2009-08-31,0.4936
2009-11-30,0.35
2010-02-28,0.3899
2010-05-31,0.2987
2010-08-31,0.0743
2010-11-30,0.191
2011-02-28,0.7855
2011-05-31,1.035
2011-08-31,0.9666
2011-11-30,1.0086
2012-02-29,0.8829
2012-05-31,0.1589
2012-08-31,4.3653
2012-11-30,0.7403
2013-02-28,0.7898
2013-05-31,0.996
2013-08-31,-1.4005
2013-11-30,0.1646
2014-02-28,0.1368
2014-05-31,0.3716
2014-08-31,1.1111
2014-11-30,0.8361
2015-02-28,1.5325
2015-05-31,3.2544
2015-08-31,0.2858
2015-11-30,0.8296
2016-02-29,-0.3071
2016-05-31,-0.0562
2016-08-31,0.2533
2016-11-30,0.2446
2017-02-28,0.5787
