Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.3505
2006-06-30,1.8976
2006-09-30,1.5686
2006-12-31,12.7654
2007-03-31,24.8502
2007-06-30,-1.3985
2007-09-30,1.4664
2007-12-31,0.758
2008-03-31,0.2921
2008-06-30,0.8702
2008-09-30,0.6704
2008-12-31,-0.2113
2009-03-31,0.1818
2009-06-30,0.1843
2009-09-30,0.5974
2009-12-31,0.5651
2010-03-31,0.8111
2010-06-30,1.3682
2010-09-30,2.2175
2010-12-31,0.2568
2011-03-31,1.0133
2011-06-30,-0.4389
2011-09-30,-0.9689
2011-12-31,-0.2478
2012-03-31,0.1268
2012-06-30,0.1296
2012-09-30,0.3045
2012-12-31,0.2794
2013-03-31,-0.4636
2013-06-30,6.2338
2013-09-30,3.7474
2013-12-31,0.4624
2014-03-31,-0.9567
2014-06-30,-2.9769
2014-09-30,-11.3683
2014-12-31,7.3839
2015-03-31,1.1362
2015-06-30,1.0471
2015-09-30,0.9179
2015-12-31,0.5735
2016-03-31,0.6481
2016-06-30,0.904
2016-09-30,0.8346
2016-12-31,3.2647
