Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2013-12-31,-27.7039
2014-03-31,-43.2896
2014-06-30,25.2008
2014-12-31,-1.771
2015-03-31,-3.6246
2015-06-30,-8.09
2015-09-30,-48.9574
2015-12-31,-4.1952
2016-03-31,1.798
2016-06-30,0.7484
2016-09-30,0.8254
2016-12-31,1.8145
2017-03-31,1.0727
