Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.4728
2006-06-30,4.4432
2006-09-30,-8.0193
2006-12-31,-10.4145
2007-03-31,-0.1259
2007-06-30,0.405
2007-09-30,0.5032
2007-12-31,0.6193
2008-03-31,0.9815
2008-06-30,0.9069
2008-09-30,1.1384
2008-12-31,1.0239
2009-03-31,0.7731
2009-06-30,1.0872
2009-09-30,0.5134
2009-12-31,-0.8146
2010-03-31,-0.5572
2010-06-30,-0.1569
2010-09-30,0.7589
2010-12-31,0.1587
2011-03-31,0.4327
2011-06-30,0.0622
2011-09-30,0.0013
2011-12-31,0.1307
2012-03-31,0.1674
2012-06-30,0.6829
2012-09-30,0.9575
2012-12-31,1.0864
2013-03-31,0.9481
2013-06-30,1.1247
2013-09-30,1.2451
2013-12-31,0.9521
2014-03-31,1.2935
2014-06-30,0.9231
2014-09-30,0.7364
2014-12-31,0.6076
2015-03-31,0.5221
2015-06-30,0.2664
2015-09-30,0.0488
2015-12-31,0.2505
2016-03-31,0.0635
2016-06-30,0.5086
2016-09-30,0.3814
2016-12-31,0.4007
2017-03-31,0.5725
