Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-02-03,2.1379
2006-05-05,4.5354
2006-11-03,4.3361
2007-02-02,-2.4661
2007-05-04,6.1832
2007-08-03,11.4294
2007-11-02,7.2928
2008-02-01,7.5053
2008-05-02,7.0252
2008-08-01,1.1999
2008-10-31,-0.2053
2009-01-30,1.6561
2009-05-01,1.4234
2009-07-31,1.0749
2009-10-30,0.9473
2010-01-29,1.936
2010-04-30,1.9683
2010-07-30,2.9273
2010-10-29,1.8546
2011-01-28,4.4751
2011-04-29,8.2718
2011-07-29,-2.374
2011-10-28,-42.2529
2012-02-03,3.6647
2012-05-04,-3.8768
2012-08-03,-2.6632
2012-11-02,0.2208
2013-02-01,0.1463
2013-05-03,2.3931
2013-08-02,-42.5247
