Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.0753
2006-06-30,1.4641
2006-09-30,1.4306
2006-12-31,1.9811
2007-03-31,4.916
2007-06-30,4.1987
2007-09-30,1.8518
2007-12-31,1.4733
2008-03-31,1.4337
2008-06-30,1.0532
2008-09-30,1.144
2008-12-31,1.4295
2009-03-31,0.4511
2009-06-30,0.7931
2009-09-30,0.9201
2009-12-31,1.4371
2010-03-31,-0.7552
2010-06-30,0.0576
2010-09-30,0.714
2010-12-31,1.0563
2011-03-31,0.9453
2011-06-30,1.3008
2011-09-30,0.9959
2011-12-31,0.8672
2012-03-31,1.6275
2012-06-30,1.0527
2012-09-30,-0.4311
2012-12-31,5.0185
2013-03-31,1.0141
2013-06-30,0.9801
2013-09-30,0.7968
2013-12-31,0.0715
2014-03-31,1.6818
2014-06-30,1.8211
2014-09-30,1.832
2014-12-31,2.8088
2015-03-31,0.8708
2015-06-30,0.5474
2015-09-30,0.4499
2015-12-31,0.4737
2016-03-31,0.1734
2016-06-30,0.875
2016-09-30,0.6739
2016-12-31,0.7906
2017-03-31,-2.7031
