Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.7991
2006-06-30,0.1575
2006-09-30,1.081
2006-12-31,1.8511
2007-03-31,0.5489
2007-06-30,0.0
2007-09-30,0.4072
2007-12-31,-0.0897
2008-03-31,1.4229
2008-06-30,0.9156
2008-09-30,0.8731
2008-12-31,1.622
2009-03-31,-2.3964
2009-06-30,-0.2512
2009-09-30,0.3868
2009-12-31,5.0064
2010-03-31,-0.7937
2010-06-30,-0.915
2010-09-30,-0.1907
2010-12-31,0.759
2011-03-31,0.6973
2011-06-30,2.7928
2011-09-30,1.0486
2011-12-31,1.1348
2012-03-31,1.2169
2012-06-30,0.0392
2012-09-30,-0.3198
2012-12-31,-2.8324
2013-03-31,-0.9614
2013-06-30,0.436
2013-09-30,1.5807
2013-12-31,0.5059
2014-03-31,1.7532
2014-06-30,2.8932
2014-09-30,1.9684
2014-12-31,1.7954
2015-03-31,2.4935
2015-06-30,10.2962
2015-09-30,1.8395
2015-12-31,2.0793
2016-03-31,2.0402
2016-06-30,1.6746
2016-09-30,57.3095
2016-12-31,2.8853
2017-03-31,20.9837
