Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-04-01,11.9797
2006-07-01,-3.7553
2006-09-30,-0.6693
2006-12-30,0.8293
2007-03-31,0.6035
2007-06-30,0.293
2007-09-29,0.3856
2007-12-29,-0.0137
2008-03-29,1.9553
2008-06-28,2.1075
2008-09-27,6.2657
2009-01-03,-1.1689
2009-04-04,0.1513
2009-07-04,0.9255
2009-10-03,1.4672
2010-01-02,2.5794
2010-04-03,-2.2338
2010-07-03,-0.279
2010-10-02,0.9609
2011-01-01,1.3292
2011-04-02,1.9087
2011-07-02,2.2357
2011-10-01,2.5935
2011-12-31,2.315
2012-03-31,0.9887
2012-06-30,0.8537
2012-09-29,1.4642
2012-12-29,1.482
2013-03-30,0.8595
2013-06-29,1.0506
2013-09-28,0.889
2013-12-28,1.2189
2014-03-29,1.9315
2014-06-28,1.3727
2014-09-27,1.3039
2015-01-02,1.1118
2015-04-04,1.1573
2015-07-04,1.8436
2015-10-03,3.3691
2016-01-02,-21.498
2016-04-02,3.5148
2016-07-02,0.4633
2016-10-01,-0.2969
2016-12-31,1.2214
2017-04-01,1.2549
