Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.6199
2006-06-30,2.0577
2006-09-30,1.6343
2006-12-31,0.9395
2007-03-31,2.0148
2007-06-30,1.2196
2007-09-30,2.0122
2007-12-31,1.6115
2008-03-31,0.7959
2008-06-30,0.402
2008-09-30,-0.0648
2008-12-31,-0.4036
2009-03-31,-0.2476
2009-06-30,-1.0091
2009-09-30,-1.1406
2009-12-31,-6.2285
2010-03-31,2.1149
2010-06-30,0.5077
2010-09-30,0.4487
2010-12-31,0.2946
2011-03-31,1.2499
2011-06-30,0.8609
2011-09-30,1.5151
2011-12-31,2.8359
2012-03-31,1.4703
2012-06-30,1.4321
2012-09-30,0.9005
2012-12-31,0.7309
2013-03-31,0.9522
2013-06-30,2.0475
2013-09-30,3.3693
2013-12-31,1.136
2014-03-31,0.7103
2014-06-30,0.4153
2014-09-30,-0.1722
2014-12-31,-2.436
2015-03-31,3.4256
2015-06-30,0.7457
2015-09-30,0.8574
2015-12-31,0.7513
