Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.3221
2006-06-30,1.3103
2006-09-30,0.6202
2006-12-31,0.474
2007-03-31,1.2
2007-06-30,1.5009
2007-09-30,2.018
2007-12-31,1.0493
2008-03-31,1.9683
2008-06-30,1.2881
2008-09-30,1.4217
2008-12-31,0.2882
2009-03-31,0.1504
2009-06-30,0.3081
2009-09-30,0.2798
2009-12-31,0.5777
2010-03-31,12.4497
2010-06-30,-2.3761
2010-09-30,-1.7294
2010-12-31,0.2502
2011-03-31,0.5378
2011-06-30,0.6918
2011-09-30,0.4027
2011-12-31,0.4497
2012-03-31,0.3719
2012-06-30,0.0828
2012-09-30,-6.8644
2012-12-31,0.416
2013-03-31,0.75
2013-06-30,0.5009
2013-09-30,0.2865
2013-12-31,-0.0982
2014-03-31,92.8329
2014-06-30,0.6276
2014-09-30,-1.262
2014-12-31,7.6361
2015-03-31,1.5567
2015-06-30,0.4053
2015-09-30,0.2554
2015-12-31,0.7826
2016-03-31,-0.481
2016-06-30,3.3601
2016-09-30,2.3151
2016-12-31,1.194
