Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-1.0365
2006-06-30,-0.5009
2006-09-30,1.3772
2006-12-31,3.7726
2007-03-31,3.6359
2007-06-30,5.1245
2007-09-30,3.8617
2007-12-31,1.5528
2008-03-31,2.3485
2008-06-30,1.2371
2008-09-30,1.0483
2008-12-31,0.4566
2009-03-31,0.9062
2009-06-30,0.9791
2009-09-30,1.691
2009-12-31,8.9715
2010-03-31,-1.1616
2010-06-30,-0.532
2010-09-30,1.0878
2010-12-31,1.0267
2011-03-31,1.7869
2011-06-30,1.547
2011-09-30,0.6587
2011-12-31,0.9117
2012-03-31,0.9349
2012-06-30,0.7966
2012-09-30,0.9452
2012-12-31,17.7813
2013-03-31,10.9332
2013-06-30,-10.8774
2013-09-30,-5.8667
2013-12-31,0.0616
2014-03-31,56.6863
2014-06-30,-2.3448
2014-09-30,-2.3293
2014-12-31,2.9621
2015-03-31,0.8626
2015-06-30,0.2444
2015-09-30,0.0023
2015-12-31,0.3613
2016-03-31,0.1175
2016-06-30,0.6918
2016-09-30,-0.0385
2016-12-31,0.2438
