Date,strategy_returns,margin,benchmark_returns
2010-08-04,-926.5639999999978,254113.0446,1497.904951591214
2010-08-05,-450.04130000000424,253261.58109999998,-238.07367431009644
2010-08-06,535.8446000000046,251693.29869999998,-909.6140753181818
2010-08-09,364.46119999999803,253105.59209999998,1196.490096573169
2010-08-10,-673.5289999999978,251506.79690000002,-1223.8571390645827
2010-08-11,-286.85279999999693,244825.15249999997,-6132.939390763262
2010-08-12,-520.4988999999982,243813.80149999997,-1373.87714251015
2010-08-13,497.0206000000004,243607.40300000002,-660.2272665453987
2010-08-16,-39.05250000000078,244093.98330000002,-103.46529632078078
2010-08-17,-417.4049000000035,248117.33700000003,2753.4479780511433
2010-08-18,597.1057999999978,248823.5022,409.0273289352884
2010-08-19,-448.2354999999968,245813.97669999997,-3899.095204846258
2010-08-20,-274.6984999999981,244433.08960000004,-727.1438979563363
2010-08-23,-195.51410000000286,243053.06670000002,-847.0661184351613
2010-08-24,-181.83469999999954,240575.14320000002,-3334.167541651357
2010-08-25,1062.759100000002,241868.6801,870.7654240968004
2010-08-26,106.23449999999883,240541.609,-1502.075067698331
2010-08-27,-85.19990000000227,244391.5853,3471.69282116167
2010-08-30,-260.6044000000015,240974.86490000002,-3248.8488401155228
2010-08-31,-399.4575000000006,240755.81579999998,-2.1282347037931295
2010-09-01,646.9398000000009,247536.70489999998,6704.002976011542
2010-09-02,576.5261999999938,250255.385,2087.1085205512645
2010-09-03,947.8902000000076,252236.0872,2907.277476422084
2010-09-07,-701.0394999999992,249112.9077,-2526.451042588242
2010-09-08,-174.34479999999706,250503.42649999997,1574.0370682722269
2010-09-09,1002.8083999999973,251180.89130000002,1035.2733239194465
2010-09-10,214.00739999999664,252129.6323,1135.5851693854322
2010-09-13,-48.913899999996886,254160.2149,2488.9097595479607
2010-09-14,-244.2632999999991,253455.38959999997,-139.1843217024897
2010-09-15,179.2828000000007,253174.9134,855.5206897712934
2010-09-16,-199.39950000000158,251064.74300000002,-59.46052128318799
2010-09-17,570.0002999999996,252782.18289999999,-1110.2242719013695
2010-09-20,339.18049999999715,256174.47939999998,3426.950153888802
2010-09-21,-376.16949999999616,254681.4815,-451.35365313648515
2010-09-22,-93.88340000000176,253322.17370000004,-1101.1655899144573
2010-09-23,367.65320000000065,251265.4277,-1821.9419498206994
2010-09-24,482.73010000000863,256270.5622,4626.053714686351
2010-09-27,-289.493200000007,255407.21580000003,-1073.5898683987793
2010-09-28,1169.3894000000034,255599.493,784.5507128383349
2010-09-29,-729.3346000000031,255228.93660000002,-390.9069937910374
2010-09-30,462.00049999999953,254680.9331,-665.702965516124
2010-10-01,32.76219999999675,256044.2453,942.6157184547726
2010-10-04,-257.3361999999954,254379.0855,-1681.7800489091321
2010-10-05,104.24169999999958,258932.478,4512.085643941126
2010-10-06,-153.25149999999863,258563.6315,-19.314591941589345
2010-10-07,125.40789999999555,256484.40039999998,-270.42759186945153
2010-10-08,-235.62950000000467,258340.15990000003,1252.23854401873
2010-10-11,453.25150000000394,257179.89609999998,216.36154928788983
2010-10-12,-113.47819999999386,256867.21889999998,691.689232408329
2010-10-13,358.3090999999922,258973.87709999998,1743.057325442094
2010-10-14,724.5551999999999,257760.5339,-874.3063216540223
2010-10-15,-935.0191999999971,258231.2781,457.9462453058333
2010-10-18,222.10130000000106,258503.64990000002,1104.4467666631324
2010-10-19,268.76019999999613,255419.7765,-2937.0655527530935
2010-10-20,633.7714999999996,258305.13419999997,2188.8480971018635
2010-10-21,131.6733999999963,257909.862,494.3827646680314
2010-10-22,-398.51269999998783,257902.27270000003,411.71130027217487
2010-10-25,-24.96130000000653,257058.3684,668.5143120332568
2010-10-26,-133.0061999999996,256351.2188,37.763525676502695
2010-10-27,344.4208830000018,254190.19779999997,-641.8717862418356
2010-10-28,-655.9251999999949,253976.38900000002,37.8656065028219
2010-10-29,-157.00900000000615,254965.9836,170.3664462846749
2010-11-01,-105.48270000000024,253825.5537,75.66090805641763
2010-11-02,521.2967999999997,255685.65630000003,1786.8857337478419
2010-11-03,385.80330000000134,255519.4246,891.0659077028145
2010-11-04,258.365099999996,258799.45230000003,4316.23403498211
2010-11-05,-396.67539999999286,258862.80409999998,852.4360712734218
2010-11-08,564.8251999999937,258211.2082,-429.1687378217199
2010-11-09,435.00040000000325,256579.6859,-1610.1832141666791
2010-11-10,-142.4520000000033,256168.0211,903.06715891902
2010-11-11,-41.134700000001175,255309.34410000002,-853.553104618252
2010-11-12,-321.54589999999877,252646.59720000002,-2647.8383382008406
2010-11-15,532.114300000005,252657.50950000004,-313.260255424658
2010-11-16,53.033399999996135,249410.81309999997,-3491.7654048526674
2010-11-17,293.0542000000035,249548.8747,110.01471262375999
2010-11-18,-203.72400000000772,252982.9259,3297.874181988443
2010-11-19,-355.96379999999954,253427.2495,621.2372675819067
2010-11-22,-41.92009999999698,253857.66,-186.32182632812967
2010-11-23,-325.72449999999867,251224.74270000006,-3249.3590949411505
2010-11-24,-540.6355000000005,254197.0124,3316.0829470430267
2010-11-26,428.64740000000216,252661.0682,-2610.4586925634326
2010-11-29,53.71570000000108,252261.24200000003,682.944461365437
2010-11-30,-444.49389999999977,251195.9635,-1259.2328797260352
2010-12-01,395.39199999999255,256069.4017,4761.807932238718
2010-12-02,1518.0360000000026,259120.21140000003,2870.805004376795
2010-12-03,625.6911510000026,259346.26410000003,603.4738349684129
2010-12-06,-30.040999999997084,259002.8139,-237.0937280145694
2010-12-07,-26.977100000005635,259417.01050000003,127.8010487317093
2010-12-08,41.42174900000384,259141.87649999998,821.1099584835974
2010-12-09,512.8605999999961,260332.3131,872.6535686830239
2010-12-10,37.03180000000049,262355.24169999996,1303.9035061478924
2010-12-13,-538.8813999999948,261739.7731,144.0401830913132
2010-12-14,-950.5478000000049,262712.84500000003,197.92804863446986
2010-12-15,187.09050000000178,261385.3381,-1028.317736721994
2010-12-16,248.18710000000164,262793.2422,1303.9642135299707
2010-12-17,471.1207000000013,262812.8132,-933.7108872203568
2010-12-20,-541.5862000000021,263749.5287,540.9328838859678
2010-12-21,-517.8525999999993,265224.70900000003,1421.0269234604416
2010-12-22,208.54560000000035,265760.0416,697.09980626154
2010-12-23,202.1023999999975,265240.598,-320.74077341562554
2010-12-27,-189.43690000000055,264817.3283,89.22234271104261
2010-12-28,33.91710000000356,264826.53819999995,321.0726182269335
2010-12-29,60.700099999996155,264859.7127,160.30666168726611
2010-12-30,54.19080000000045,264541.2687,-355.9824092917587
2010-12-31,254.5631000000057,263263.1048,53.48230788023303
2011-01-03,-366.1392000000028,265340.1252,2317.013776199713
2011-01-04,299.79280000000335,263730.0662,-123.48568864466459
2011-01-05,215.15079999999767,264938.7799,1164.9354735191162
2011-01-06,284.1577000000019,264564.1675,-438.9817551122065
2011-01-07,714.8932000000005,264501.1737,-439.84324689945845
2011-01-10,-1058.5540999999998,264704.3202,-282.0532010572072
2011-01-11,-248.15260000000362,264144.52280000004,794.2741864903156
2011-01-12,1148.022199999995,266487.158,2022.6438328776785
2011-01-13,-593.6830999999916,265849.8907,-370.4066459725073
2011-01-14,-161.73409999999865,266977.4898,1628.1222619433124
2011-01-18,416.1047999999962,267437.7648,381.34443523448664
2011-01-19,8.056200000001525,264692.8308,-2197.6581733355015
2011-01-20,1749.1714999999988,265208.8136,-297.08779127728786
2011-01-21,-1141.035900000004,265419.51410000003,507.46948952313977
2011-01-24,167.37520000000265,267113.13269999996,1274.5373776564775
2011-01-25,-285.20470000000444,266122.5843,121.5248392122745
2011-01-26,1058.2681000000068,266123.38960000005,867.5641592091357
2011-01-27,-200.43680000000077,266860.85010000004,553.1000845595206
2011-01-28,685.8421,262438.64800000004,-3913.8950034656673
2011-01-31,396.02920000000057,263596.93940000003,1684.6340737119197
2011-02-01,-1.2113000000025522,266946.1837,3587.975142007942
2011-02-02,288.67040000000134,266010.72219999996,-437.14443817478536
2011-02-03,-142.57140000000254,267187.9082,506.7044092621618
2011-02-04,194.28379999999754,268114.40640000004,634.0940068002265
2011-02-07,168.5739000000006,269758.5899,1401.324822034851
2011-02-08,214.50080000000065,270954.9163,1018.988519618486
2011-02-09,316.93729999999823,268582.92720000003,-508.8789619967849
2011-02-10,-684.0083999999953,268092.3047,88.11270436975327
2011-02-11,-1493.1024000000045,268530.5733,1336.4154453056058
2011-02-14,-472.2011000000017,267921.1868,538.8061600542908
2011-02-15,882.0147000000021,266715.4456,-705.4870752742304
2011-02-16,-235.7108000000067,266993.0776,1415.4295234018102
2011-02-17,-407.6272999999983,268447.9446,669.7841610462198
2011-02-18,-280.07529999999775,268537.2074,467.45196997560464
2011-02-22,889.471500000002,263053.3402,-4498.190866001898
2011-02-23,401.5867999999966,259127.12169999996,-1377.0953892207528
2011-02-24,-300.43099999999464,259256.98380000002,-153.95655045114253
2011-02-25,-754.9429970000031,261820.90190000003,2396.525890522604
2011-02-28,128.9455999999953,263573.80929999996,1388.8290668017132
2011-03-01,728.354499999999,259971.86430000002,-3736.8448010213688
2011-03-02,6.687400000008466,260929.3275,479.30517810452085
2011-03-03,-498.5436000000039,320468.4866,3860.4218142793766
2011-03-04,-108.11650000000503,318555.4009,-1679.2277282542002
2011-03-07,198.84236300000134,316505.9261,-1759.580175780855
2011-03-08,138.54220000000086,317046.4855,1961.0857766385343
2011-03-09,452.44799999999907,316940.95869999996,-321.1950500009247
2011-03-10,506.08779999999416,310704.89890000003,-4151.901973660685
2011-03-11,-505.8538999999932,313147.429,1556.7037130413105
2011-03-14,-2.7086000000016064,310218.76690000005,-1353.2555385445417
2011-03-15,-263.52989999999807,308759.9536,-2567.84715175881
2011-03-16,434.1854000000012,304594.4754,-4157.916629300415
2011-03-17,-1097.864400000001,306264.7931,2975.3273563772295
2011-03-18,375.38709999999844,298128.4297,-157.77385404853743
2011-03-21,555.6103999999978,303745.733,3473.4699380273587
2011-03-22,-334.733199999991,301895.7744,-777.377340839706
2011-03-23,775.6522999999876,302836.86439999996,641.4016104055505
2011-03-24,252.85690000000486,305616.8974,2143.4281263590256
2011-03-25,138.36689999999737,305757.7138,684.8786092898129
2011-03-28,-568.7919999999955,305213.4233,-546.2337240276696
2011-03-29,1022.691699999995,306709.31110000005,1505.8126576827217
2011-03-30,188.35129999999492,308967.7558,1546.755177081597
2011-03-31,721.0268000000029,308102.9458,-303.854594262389
2011-04-01,-725.6355000000001,310198.1302,946.6087483102029
2011-04-04,418.3775999999963,310319.45099999994,185.15897662716017
2011-04-05,350.001500000005,310253.8543,-33.63747934712356
2011-04-06,899.5763000000003,310224.82790000003,706.4930985727574
2011-04-07,413.4939999999975,308027.00289999996,-570.1258301857753
2011-04-08,885.4368999999974,303566.5638,-773.313842254995
2011-04-11,137.70750000000066,292830.01509999996,-674.7750260126186
2011-04-12,142.8933999999966,291892.11990000005,-1675.111427156796
2011-04-13,-275.2490999999919,292747.46189999994,-17.047731413241365
2011-04-14,-174.37030000001067,292218.9236,170.49028213150413
2011-04-15,592.6183000000063,293118.7363,817.7313161085433
2011-04-18,515.362599999997,289631.8128,-2512.1724995253567
2011-04-19,-113.4547999999889,280381.4241,1287.4915262528039
2011-04-20,-44.90440000000032,284441.93600000005,3055.2622005426538
2011-04-21,-374.0357000000056,285317.3993,1145.0491128870128
2011-04-25,140.4460000000089,284290.04750000004,-234.54711828835138
2011-04-26,1587.6970999999946,285735.40739999997,1930.3324614523628
2011-04-27,387.84369999999745,286578.02749999997,1461.5754418201911
2011-04-28,-265.5732999999972,287118.2506,726.87897804706
2011-04-29,75.3242999999967,286239.6206,526.9303354994242
2011-05-02,-51.53799999999473,286121.37580000004,-344.9869546794714
2011-05-03,-335.6389999999982,284518.11329999997,-806.2105211873824
2011-05-04,699.7003999999928,282469.2003,-1486.1406645625448
2011-05-05,1459.4387000000054,279783.7058,-2027.993475976468
2011-05-06,214.51399999999427,281326.6694,989.7062322067686
2011-05-09,96.38449999999867,282153.43020000006,868.448531615858
2011-05-10,-226.35820000000098,284344.3592,1913.194058963796
2011-05-11,445.9889000000153,282256.9653,-2358.8793007494482
2011-05-12,-60.80910000001076,295018.91140000004,1066.9516210179984
2011-05-13,385.08490000001,282317.9177,-1725.581772917502
2011-05-16,57.927899999991226,269860.9157,-1421.2738447968786
2011-05-17,-149.46560000000179,269226.2121,-33.65515802841095
2011-05-18,504.6790000000097,272363.01529999997,2002.7826433822236
2011-05-19,-513.3301000000046,274014.19000000006,533.7934501698917
2011-05-20,-161.5268999999989,272589.6435,-1780.6309892515053
2011-05-23,-98.38120000000822,269124.2255,-2600.0756947806235
2011-05-24,-188.42519999999786,258033.4883,-186.68724623589844
2011-05-25,51.86300000000108,258429.70470000003,747.3715115698238
2011-05-26,-84.96660000000304,259762.5735,1032.6850984436649
2011-05-27,356.9332999999995,259033.47759999998,859.4325390522022
2011-05-31,-296.7742999999934,251195.95170000003,2333.427230898253
2011-06-01,-448.72020000000623,246315.4067,-5034.12431739783
2011-06-02,-298.9902999999948,246040.6816,-237.94428971423102
2011-06-03,230.05149999999912,242729.0908,-2228.844967782707
2011-06-06,13.842100000002311,241555.8172,-2362.9349158401405
2011-06-07,325.8688999999972,242126.6293,-147.6287699302794
2011-06-08,-415.87890000000004,241072.0011,-938.4950639008384
2011-06-09,444.8431000000023,242315.1626,1710.3565986006106
2011-06-10,-248.20090000000204,239199.6387,-3117.6796352562683
2011-06-13,77.38960000000783,240096.0343,175.6477467790809
2011-06-14,406.2433999999922,243767.7611,2843.265233531249
2011-06-15,-451.8223999999987,230452.19199999998,-3986.166155638741
2011-06-16,-380.1996999999984,230891.5523,494.05941559774
2011-06-17,0.9868000000040809,232421.83700000003,-440.15421227432853
2011-06-20,-118.01120000000279,234095.7738,1146.6528231291502
2011-06-21,868.9670000000017,236715.3433,3071.4284930121453
2011-06-22,-313.06970000000547,225462.7576,-1350.4726876343684
2011-06-23,574.1470999999996,224684.7066,-642.7503511652762
2011-06-24,-257.3388999999961,222841.0099,-2604.598940079379
2011-06-27,-98.0714000000008,235275.0842,1997.1845526835302
2011-06-28,-173.7402759999972,227611.9622,2925.522092906446
2011-06-29,-107.22190000000424,228795.0463,1919.4540747472763
2011-06-30,175.61020000000536,230247.5889,2143.1927487194775
2011-07-01,31.410099999999247,232567.67909999998,3311.712688760091
2011-07-05,-741.0436000000067,231753.0689,-184.09436781590787
2011-07-06,-556.8488999999967,220188.5403,267.9937522039708
2011-07-07,881.8794000000014,220934.71020000003,2325.4151645683796
2011-07-08,-116.24719999999675,219514.8888,-1589.5498219155315
2011-07-11,-871.7383000000061,216323.22590000002,-4052.2876152002655
2011-07-12,-268.5512999999965,206311.69079999998,-968.0390936375593
2011-07-13,-247.094900000001,206761.6073,750.499778931798
2011-07-14,-41.58409999999683,195002.3556,-1546.9898183402565
2011-07-15,130.33079999999575,185663.00420000002,1300.9711977122502
2011-07-18,-604.8890999999988,183458.6329,-1838.0791774720294
2011-07-19,8.503899999997238,186055.1552,3637.9161838066107
2011-07-20,677.7328999999975,186262.2663,-135.0871844436336
2011-07-21,773.6632000000047,188718.57530000003,3108.8790486073344
2011-07-22,101.90869999999754,178705.9135,149.98429058003342
2011-07-25,-422.0616999999985,178141.5486,-1249.0332416968795
2011-07-26,469.20769999999663,176917.2408,-837.3553197716808
2011-07-27,-545.9782400000004,164370.202,-4589.105324757703
2011-07-28,-414.37449999999745,163798.4959,-652.129245468855
2011-07-29,102.37499999999952,162553.8475,-1531.812372540127
2011-08-01,111.36670000000062,162276.7122,-953.1399419280212
2011-08-02,345.42410000000126,159060.4927,-5725.860124929269
2011-08-03,442.5760000000009,160953.9127,1214.4875043849026
2011-08-04,-815.1279000000029,153635.8367,-10498.436729019733
2011-08-05,-317.1560999999983,144417.41569999998,-335.4629509414384
2011-08-08,-871.7520000000003,128249.0999,-14595.847973355158
2011-08-09,1230.2734000000014,125009.11190000002,10421.703722842149
2011-08-10,-394.96150000000654,102963.90449999999,-9901.401635849137
2011-08-11,-64.71639999999886,107140.9145,10059.64632154281
2011-08-12,9.671500000000705,106887.978,1509.0765760092988
2011-08-15,-354.6955999999988,110462.82079999999,4743.619304311042
2011-08-16,485.9436999999998,109295.23550000001,-1913.8643727142348
2011-08-17,152.175099999999,99525.51950000001,149.92994390171975
2011-08-18,-586.8229999999988,96152.05549999999,-9664.016615967694
2011-08-19,-203.7066000000006,95396.6619,-3660.0873421051933
2011-08-22,-334.84149999999977,95741.4362,179.07836683335134
2011-08-23,68.3328000000011,98391.5766,7376.1146752614695
2011-08-24,77.72540000000154,99723.29630000002,3156.7116181702563
2011-08-25,-135.73430000000246,88061.7621,-3416.5628794220693
2011-08-26,125.26120000000046,89637.6791,3257.428853321709
2011-08-29,483.22059999999965,91829.4231,6440.52656927523
2011-08-30,58.939399999999935,82319.1395,590.973038602751
2011-08-31,159.79349999999874,82596.30919999999,994.6443412281867
2011-09-01,-251.99189599999985,81978.19440000001,-2347.2586471879645
2011-09-02,-247.68900000000045,80903.4276,-5726.401206469101
2011-09-06,-155.55330000000026,70424.02609999999,-1635.5435842636882
2011-09-07,393.72560000000254,71959.13190000001,6322.057715508105
2011-09-08,-280.72080000000057,71517.25630000001,-2329.0228291014223
2011-09-09,-200.5651999999997,69931.1839,-5874.2839184902205
2011-09-12,-177.7156000000007,70554.4107,1450.0939757381475
2011-09-13,166.95210000000026,71086.318,2055.5016853723555
2011-09-14,172.03390000000135,71888.6639,3102.8217731513996
2011-09-15,-115.6776000000002,72569.79320000001,3867.8113535526686
2011-09-16,-119.57960000000095,73069.014,167.96107852257816
2011-09-19,-186.22310000000022,72546.1439,-2233.500560741735
2011-09-20,46.72180000000034,72647.1594,-260.80719378781856
2011-09-21,-259.0024000000005,71077.8218,-6602.379113846329
2011-09-22,-65.55549999999867,69953.77249999999,-7244.765487744418
2011-09-23,-81.41009999999909,70707.94440000001,1350.3990512605124
2011-09-26,267.35060000000055,62021.272600000004,5329.765872848647
2011-09-27,410.23119999999983,62327.5502,2506.576758061916
2011-09-28,-212.6028000000008,61462.6234,-4566.8115289413245
2011-09-29,184.74770000000217,62040.1269,1761.5572106954708
2011-09-30,-98.15540000000081,61453.5227,-5600.749006301194
2011-10-03,-209.28499999999974,60049.818,-6378.147681361762
2011-10-04,374.3565999999999,60350.769799999995,4913.535204085432
2011-10-05,121.8763999999999,60852.3219,4149.752285663013
2011-10-06,241.281999999998,61855.740300000005,4054.727377403258
2011-10-07,-368.76269999999926,61554.983199999995,-1500.7184257384235
2011-10-10,-49.35049999999943,72745.3578,7496.064742240446
2011-10-11,-48.20670000000041,72305.4577,224.91372292031767
2011-10-12,145.71069999999798,73013.3964,1966.0221481586623
2011-10-13,274.78730000000076,73183.9642,-445.46886934674944
2011-10-14,-227.2648999999977,73922.17800000001,3831.222647693792
2011-10-17,409.3670999999956,73346.4125,-4278.828981339673
2011-10-18,155.61980000000304,74166.63070000001,4380.748012074406
2011-10-19,-36.1021999999994,73534.0399,-2651.1948204489177
2011-10-20,213.87050000000045,73931.6611,980.657625623272
2011-10-21,121.45199999999605,75211.1771,4255.566928292817
2011-10-24,230.2179000000014,75084.80660000001,2748.022245970259
2011-10-25,132.596599999999,93742.1206,-4359.65293853459
2011-10-26,376.27530000000326,94234.6023,2278.6230090248705
2011-10-27,-512.4443000000007,95846.6313,7627.153662792225
2011-10-28,-261.09669999999977,94422.1588,122.06377298922149
2011-10-31,-196.7953000000009,93083.52249999999,-5402.738935919689
2011-11-01,144.14399999999887,91103.23599999999,-6246.968797334869
2011-11-02,173.3890999999996,102615.0667,3652.100223615119
2011-11-03,-117.6844000000007,104143.0956,4085.216116231956
2011-11-04,-155.10250000000053,103420.6011,-1365.1746347760457
2011-11-07,-96.16509999999934,114104.2656,1391.4023867308822
2011-11-08,-256.93599999999947,114977.5818,2875.6927793595805
2011-11-09,173.41280000000262,111683.493,-8270.668368441698
2011-11-10,176.89799999999877,112172.26950000001,2109.130669185946
2011-11-11,160.8745999999995,124436.6365,4218.597717525796
2011-11-14,-371.6104000000013,132995.0589,-2123.4156787312995
2011-11-15,-251.03330000000022,133214.82659999997,1112.9509405908332
2011-11-16,295.47020000000236,131215.21620000002,-3560.5547881542043
2011-11-17,355.2007,129963.5658,-3567.4555662308408
2011-11-18,199.21050000000045,139894.3951,-231.27588662341563
2011-11-21,-66.62759999999814,137939.7372,-4259.137103068755
2011-11-22,28.969099999996967,136988.9512,-882.1887935353398
2011-11-23,-37.54820000000326,134431.8814,-4945.488383764836
2011-11-25,431.8452999999994,135768.34110000002,-423.02535583235357
2011-11-28,-40.82059999999575,138741.06050000002,6492.233014265039
2011-11-29,121.14189999999664,139768.9608,636.5635156848276
2011-11-30,620.0009000000044,154791.628,9222.699149996124
2011-12-01,27.64889999999142,154112.45390000002,-35.86311303144948
2011-12-02,586.933200000008,152937.72689999998,-197.27868878858578
2011-12-05,88.22860000000317,163899.3291,2441.230769265735
2011-12-06,306.9587999999972,163326.16,71.02726188880467
2011-12-07,-46.34399999999667,162724.2652,834.3059298142019
2011-12-08,-54.96630000000137,159254.2238,-4916.529150117929
2011-12-09,-64.30520000000007,171143.566,3797.222285350413
2011-12-12,-60.119099999997815,169489.65480000002,-3271.6604981972464
2011-12-13,-532.4460999999964,177413.9854,-2093.122686357793
2011-12-14,157.51619999999394,185529.4146,-2386.068651816464
2011-12-15,507.7249000000024,186926.8121,819.2566418275906
2011-12-16,68.66710000000302,197950.5526,-1091.4210607652508
